event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_0,0,2008890,17,17,00:00.7,00:00.7,0,0,0.0,1,1,left_to_right,8,player_possession,51651,L. Rose,19,CF,1805,Newcastle,0.5,0.24,3,center,2,middle_third,False,0.5,0.24,3,center,2,middle_third,False,3,drawing,0,0,0,1,True,False,False,True,4,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,0.0,-169.88,2,backward,,,2.09,1,jogging,8.62,8.62,0.0,20.69,20.69,20.19,20.19,0.0,30.81,30.81,0.0,True,True,13,unknown,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,,,735574,K. Grozos,6.0,RCB,-23.14,1.65,3,center,1,defensive_third,False,-24.07,1.81,3,center,1,defensive_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,2,2,,,,,,,,,,,,,,,,,27.41,2,medium,177.3,2,backward,,,,,8,8,0,True,True,,True,False
8_1,1,2008890,37,49,00:02.7,00:03.9,0,2,1.2,1,1,left_to_right,8,player_possession,735574,K. Grozos,6,RCB,1805,Newcastle,-24.07,1.81,3,center,1,defensive_third,False,-23.37,1.95,3,center,1,defensive_third,False,3,drawing,0,0,0,2,False,False,False,False,4,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,0.72,11.31,1,forward,,,2.06,1,jogging,16.38,10.39,-6.0,18.14,15.79,42.21,39.16,-3.05,33.36,35.71,2.35,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,177.3,2,backward,27.41,2,medium,1,successful,7_0,False,51649,A. Å uÅ¡njar,4.0,LCB,-23.74,15.69,2,half_space_left,1,defensive_third,False,-22.84,16.22,2,half_space_left,1,defensive_third,False,0.9986,False,0.0001,False,5,0,2,2,0,0,4,0,0,4,1,4,5,3,5,8,9,True,424.0,3,False,False,False,,,,,13.74,1,short,91.54,3,sideway_left,13.57,1,short,84.16,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_2,2,2008890,62,70,00:05.2,00:06.0,0,5,0.8,1,1,left_to_right,8,player_possession,51649,A. Å uÅ¡njar,4,LCB,1805,Newcastle,-22.84,16.22,2,half_space_left,1,defensive_third,False,-21.82,16.76,2,half_space_left,1,defensive_third,False,3,drawing,0,0,0,3,False,False,False,False,4,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,1.17,27.9,1,forward,,,5.21,1,jogging,11.09,9.64,-1.45,13.77,12.78,36.61,34.6,-2.01,37.73,38.72,0.99,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,84.16,3,sideway_left,13.57,1,short,1,successful,7_6,False,795507,L. Bayliss,12.0,LM,-13.18,10.08,2,half_space_left,2,middle_third,False,-13.1,11.83,2,half_space_left,2,middle_third,False,0.9944,False,0.0006,False,3,0,0,0,0,0,2,0,0,3,0,2,3,2,2,7,7,True,4231.0,3,False,False,False,,,,,10.92,1,short,-37.71,1,forward,10.54,1,short,-42.73,1,forward,True,10,9,1,10,10,0,True,True,True,True,False
8_3,3,2008890,79,85,00:06.9,00:07.5,0,6,0.6,1,1,left_to_right,8,player_possession,795507,L. Bayliss,12,LM,1805,Newcastle,-13.1,11.83,2,half_space_left,2,middle_third,False,-12.49,12.82,2,half_space_left,2,middle_third,False,3,drawing,0,0,0,4,False,False,True,False,4,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,1.17,58.36,3,sideway_left,,,7.02,1,jogging,4.42,3.05,-1.37,11.83,11.52,24.93,24.01,-0.92,39.67,39.98,0.31,True,True,1,pass_reception,1,pass,False,True,False,False,False,False,False,-42.73,1,forward,10.54,1,short,1,successful,7_8,False,51649,A. Å uÅ¡njar,4.0,LCB,-21.01,17.86,2,half_space_left,1,defensive_third,False,-21.15,19.54,2,half_space_left,1,defensive_third,False,0.9965,False,0.0002,False,3,0,1,1,0,0,2,0,0,3,0,3,3,2,2,6,6,True,4231.0,3,False,False,False,,,,,9.9,1,short,149.39,2,backward,10.73,1,short,164.05,2,backward,False,9,10,-1,9,9,0,True,True,True,True,False
8_4,4,2008890,100,100,00:09.0,00:09.0,0,9,0.0,1,1,left_to_right,8,player_possession,51649,A. Å uÅ¡njar,4,LCB,1805,Newcastle,-21.15,19.54,2,half_space_left,1,defensive_third,False,-21.15,19.54,2,half_space_left,1,defensive_third,False,3,drawing,0,0,1,1,False,False,False,True,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,0.0,75.96,3,sideway_left,,,2.71,1,jogging,11.33,11.33,0.0,10.62,10.62,31.77,31.77,0.0,40.88,40.88,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,164.05,2,backward,10.73,1,short,1,successful,7_11,False,735574,K. Grozos,6.0,RCB,-27.96,3.01,3,center,1,defensive_third,False,-31.07,4.88,3,center,1,defensive_third,False,0.9992,False,0.0001,False,1,0,0,0,0,0,0,0,0,1,0,,,,,7,7,True,424.0,3,False,False,False,,,,,17.88,2,medium,-112.39,4,sideway_right,16.87,2,medium,-102.32,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_5,5,2008890,121,150,00:11.1,00:14.0,0,11,2.9,1,1,left_to_right,8,player_possession,735574,K. Grozos,6,RCB,1805,Newcastle,-31.07,4.88,3,center,1,defensive_third,False,-25.78,0.5,3,center,1,defensive_third,False,3,drawing,0,0,1,2,False,False,True,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,6.71,-39.62,1,forward,False,False,8.41,1,jogging,17.77,7.17,-10.61,8.83,7.64,39.9,33.42,-6.48,42.67,43.86,1.19,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-102.32,4,sideway_right,16.87,2,medium,1,successful,7_13,False,176224,P. Cancar,8.0,RB,-23.13,-14.04,4,half_space_right,1,defensive_third,False,-20.73,-13.39,4,half_space_right,1,defensive_third,False,0.9982,False,0.0002,False,2,0,0,0,0,0,2,0,0,2,0,2,1,2,2,9,9,True,4231.0,3,False,False,False,,,,,14.78,1,short,-79.67,4,sideway_right,13.05,1,short,-73.62,4,sideway_right,False,10,9,1,10,10,0,True,True,True,True,False
8_6,6,2008890,167,173,00:15.7,00:16.3,0,15,0.6,1,1,left_to_right,8,player_possession,176224,P. Cancar,8,RB,1805,Newcastle,-20.73,-13.39,4,half_space_right,1,defensive_third,False,-20.31,-13.14,4,half_space_right,1,defensive_third,False,3,drawing,0,0,2,1,False,False,True,True,1,False,1,create,9,medium_block,0,build_up,10,high_block,0,build_up,10,high_block,,,,,False,False,0.49,30.76,1,forward,,,2.88,1,jogging,8.63,5.5,-3.13,7.9,8.02,28.63,28.33,-0.3,43.6,43.48,-0.12,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-73.62,4,sideway_right,13.05,1,short,2,unsuccessful,7_14,,795507,L. Bayliss,12.0,LM,-14.07,-1.13,3,center,2,middle_third,False,,,,,,,,0.9713,False,0.0004,False,2,1,0,0,0,0,1,0,0,2,0,2,2,1,1,7,7,True,442.0,3,False,False,False,,,,,13.53,1,short,62.55,3,sideway_left,,,,,,,True,9,8,1,9,9,0,True,True,True,True,False
8_7,7,2008890,213,217,00:20.3,00:20.7,0,20,0.4,1,1,left_to_right,8,player_possession,735574,K. Grozos,6,RCB,1805,Newcastle,-28.98,-2.09,3,center,1,defensive_third,False,-28.86,-1.22,3,center,1,defensive_third,False,3,drawing,0,0,3,1,False,False,True,True,1,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,0.81,83.42,3,sideway_left,,,7.42,1,jogging,4.64,2.63,-2.02,6.12,5.64,35.1,34.5,-0.6,45.38,45.86,0.48,False,False,3,keep_possession,1,pass,False,True,False,False,False,False,False,,,,,,,1,successful,7_16,True,560992,D. Wilmering,2.0,LB,-12.27,24.99,1,wide_left,2,middle_third,False,-15.5,24.75,1,wide_left,2,middle_third,False,0.7211,False,0.0007,False,2,1,0,0,0,0,2,0,0,1,1,,,,,9,9,False,,,,,,,,,,31.02,3,long,57.67,3,sideway_left,28.86,2,medium,54.32,3,sideway_left,True,10,5,5,10,10,0,True,True,,True,False
8_8,8,2008890,232,282,00:22.2,00:27.2,0,22,5.0,1,1,left_to_right,8,player_possession,560992,D. Wilmering,2,LB,1805,Newcastle,-15.5,24.75,1,wide_left,2,middle_third,False,3.15,21.4,1,wide_left,2,middle_third,False,3,drawing,0,0,4,1,False,False,False,True,3,False,1,create,9,medium_block,2,finish,8,low_block,0,build_up,10,high_block,,,,,False,False,19.07,-10.18,1,forward,False,False,13.54,1,jogging,14.02,3.68,-10.34,4.63,20.14,20.13,16.99,-3.14,46.87,31.36,-15.51,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,54.32,3,sideway_left,28.86,2,medium,1,successful,7_20,False,50978,C. Timmins,14.0,RM,-1.57,12.16,2,half_space_left,2,middle_third,False,2.18,13.33,2,half_space_left,2,middle_third,False,0.9779,False,0.006,False,4,3,2,0,2,0,3,0,0,4,0,1,4,1,3,4,4,True,4321.0,3,False,False,False,,,,,10.38,1,short,-117.06,4,sideway_right,10.77,1,short,-115.52,4,sideway_right,False,6,7,-1,6,5,-1,True,True,True,True,False
8_9,9,2008890,291,306,00:28.1,00:29.6,0,28,1.5,1,1,left_to_right,8,player_possession,50978,C. Timmins,14,RM,1805,Newcastle,2.18,13.33,2,half_space_left,2,middle_third,False,7.62,13.87,2,half_space_left,2,middle_third,False,3,drawing,0,0,4,2,False,False,True,False,3,False,1,create,9,medium_block,2,finish,8,low_block,0,build_up,10,high_block,,,,,False,False,5.1,5.67,1,forward,False,False,13.25,1,jogging,3.33,1.55,-1.78,20.34,21.36,18.16,13.74,-4.42,31.16,30.14,-1.02,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,-115.52,4,sideway_right,10.77,1,short,1,successful,7_24,False,560992,D. Wilmering,2.0,LB,5.73,24.34,1,wide_left,2,middle_third,False,10.94,25.97,1,wide_left,2,middle_third,False,0.9335,False,0.0036,False,5,3,0,0,0,0,3,0,0,5,0,5,3,3,4,4,5,False,,,,,,,,,,10.64,1,short,100.23,3,sideway_left,9.84,1,short,115.97,3,sideway_left,False,6,8,-2,6,7,1,True,True,True,True,False
