event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_0,0,1987380,124,149,00:12.4,00:14.9,0,12,2.5,1,2,right_to_left,1,off_ball_run,9,support,799092,M. Sheridan,14,RM,957734,C. Piper,8,RB,867,Wellington P FC,2.19,-13.73,4,half_space_right,2,middle_third,False,10.54,-22.81,5,wide_right,2,middle_third,False,8_3,140,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,11.95,-47.4,4,sideway_right,True,False,17.85,2,running,7.48,9.02,1.54,24.53,31.12,22.34,20.58,-1.76,27.97,21.38,-6.59,False,False,1,behind,1,behind,25.88,15.13,22.56,-29.7,5,wide_right,3,attacking_third,False,23.33,-30.89,5,wide_right,3,attacking_third,False,False,False,,False,False,0.0015,0.7685,0.9408,True,True,1,False,,,,True,8,8,0,False,False,
1_1,1,1987380,132,149,00:13.2,00:14.9,0,13,1.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,26969,H. Ishige,17,RW,957734,C. Piper,8,RB,867,Wellington P FC,21.17,-16.48,4,half_space_right,3,attacking_third,False,30.75,-20.23,5,wide_right,3,attacking_third,False,8_3,140,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,9.61,-21.38,1,forward,False,False,21.69,3,hsr,6.68,2.17,-4.5,26.17,31.12,5.0,0.37,-4.63,26.33,21.38,-4.95,True,True,2,same_line,3,ahead,13.93,12.99,23.25,-30.25,5,wide_right,3,attacking_third,False,23.33,-30.89,5,wide_right,3,attacking_third,False,False,False,,False,True,0.0107,0.452,0.9918,True,True,1,False,,,,True,2,4,2,False,False,
1_2,2,1987380,392,405,00:39.2,00:40.5,0,39,1.3,1,2,right_to_left,1,off_ball_run,9,support,51028,S. Sutton,2,LB,799453,N. Walker,16,LW,867,Wellington P FC,-8.03,27.92,1,wide_left,2,middle_third,False,-0.16,26.44,1,wide_left,2,middle_third,False,8_11,395,3,drawing,0,0,4,1,create,9,medium_block,False,False,7.28,-10.65,1,forward,False,False,22.14,3,hsr,1.59,2.09,0.5,16.06,17.12,24.09,17.28,-6.81,36.44,35.38,-1.06,False,True,1,behind,2,same_line,9.25,7.13,-0.72,33.59,1,wide_left,2,middle_third,False,0.21,33.56,1,wide_left,2,middle_third,False,True,True,False,False,True,0.0085,0.5886,0.9382,True,True,0,False,,,,True,6,8,2,True,True,True
1_3,3,1987380,405,440,00:40.5,00:44.0,0,40,3.5,1,2,right_to_left,1,off_ball_run,5,overlap,799453,N. Walker,16,LW,51028,S. Sutton,2,LB,867,Wellington P FC,0.21,33.56,1,wide_left,2,middle_third,False,25.64,30.87,1,wide_left,3,attacking_third,False,8_12,405,3,drawing,0,0,4,1,create,9,medium_block,False,False,24.78,-6.04,1,forward,False,False,26.26,4,sprinting,2.86,2.61,-0.25,17.12,30.48,16.91,4.84,-12.07,35.38,22.02,-13.36,False,False,2,same_line,3,ahead,7.13,5.59,-0.16,26.44,1,wide_left,2,middle_third,False,20.83,28.03,1,wide_left,3,attacking_third,False,True,True,False,False,False,0.0176,0.8742,0.9804,True,True,0,True,,,,True,3,6,3,True,True,True
1_4,4,1987380,429,470,00:42.9,00:47.0,0,42,4.1,1,2,right_to_left,1,off_ball_run,3,cross_receiver,957734,C. Piper,8,RB,799453,N. Walker,16,LW,867,Wellington P FC,9.88,-15.88,4,half_space_right,2,middle_third,False,36.95,-11.09,4,half_space_right,3,attacking_third,True,8_13,440,3,drawing,0,0,5,2,finish,8,low_block,False,False,27.14,10.03,1,forward,False,False,24.04,3,hsr,12.34,9.49,-2.86,26.06,45.31,16.18,8.36,-7.82,26.44,7.19,-19.25,False,False,1,behind,1,behind,47.64,41.38,16.49,31.3,1,wide_left,2,middle_third,False,43.23,29.81,1,wide_left,3,attacking_third,False,False,False,,True,True,0.05,0.5323,0.7716,True,True,4,False,,,,True,6,7,1,True,True,
1_5,5,1987380,430,467,00:43.0,00:46.7,0,43,3.7,1,2,right_to_left,1,off_ball_run,9,support,27003,K. Nagasawa,19,CF,799453,N. Walker,16,LW,867,Wellington P FC,6.9,15.35,2,half_space_left,2,middle_third,False,25.47,8.83,3,center,3,attacking_third,False,8_13,440,3,drawing,0,0,5,2,finish,8,low_block,False,False,19.35,-19.35,1,forward,False,False,19.12,2,running,8.84,11.69,2.84,26.43,44.38,19.53,18.91,-0.62,26.07,8.12,-17.95,True,True,1,behind,1,behind,19.02,27.55,17.31,31.27,1,wide_left,2,middle_third,False,42.98,30.1,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0147,0.6542,0.8021,True,False,4,False,,,,False,7,7,0,True,True,
1_6,6,1987380,434,472,00:43.4,00:47.2,0,43,3.8,1,2,right_to_left,1,off_ball_run,3,cross_receiver,26969,H. Ishige,17,RW,799453,N. Walker,16,LW,867,Wellington P FC,12.43,-1.11,3,center,2,middle_third,False,34.23,0.62,3,center,3,attacking_third,False,8_13,440,3,drawing,0,0,5,2,finish,8,low_block,False,False,21.91,4.54,1,forward,False,False,20.6,3,hsr,4.95,7.83,2.88,27.89,45.74,15.46,11.51,-3.95,24.61,6.76,-17.85,True,True,1,behind,1,behind,33.3,30.35,20.63,31.16,1,wide_left,3,attacking_third,False,43.17,29.62,1,wide_left,3,attacking_third,False,True,False,,True,True,0.0604,0.2276,0.6482,True,False,4,False,,,,False,6,7,1,True,True,
1_7,7,1987380,453,482,00:45.3,00:48.2,0,45,2.9,1,2,right_to_left,1,off_ball_run,9,support,51046,P. Retre,12,LM,799453,N. Walker,16,LW,867,Wellington P FC,6.89,20.67,1,wide_left,2,middle_third,False,19.1,17.84,2,half_space_left,3,attacking_third,False,8_13,440,3,drawing,0,0,5,2,finish,8,low_block,False,False,12.14,-13.05,1,forward,False,False,15.56,2,running,6.21,6.36,0.15,37.22,45.49,30.33,26.39,-3.94,15.28,7.01,-8.27,False,True,1,behind,1,behind,30.78,25.59,36.07,30.46,1,wide_left,3,attacking_third,False,42.07,29.11,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0083,0.8239,0.6473,True,False,4,False,,,,False,8,8,0,True,True,
1_8,8,1987380,455,465,00:45.5,00:46.5,0,45,1.0,1,2,right_to_left,1,off_ball_run,3,cross_receiver,23909,K. Barbarouses,19,CF,799453,N. Walker,16,LW,867,Wellington P FC,33.87,10.56,2,half_space_left,3,attacking_third,False,38.27,9.9,2,half_space_left,3,attacking_third,True,8_13,440,3,drawing,0,0,5,2,finish,8,low_block,False,False,4.46,-8.53,1,forward,False,False,15.94,2,running,3.38,4.07,0.68,38.33,43.58,4.46,5.31,0.85,14.17,8.92,-5.25,True,True,1,behind,1,behind,20.27,20.81,37.47,30.51,1,wide_left,3,attacking_third,False,42.54,30.27,1,wide_left,3,attacking_third,False,False,False,,True,True,0.05,0.196,0.82,True,True,4,False,,,,True,4,4,0,True,True,
1_9,9,1987380,534,547,00:53.4,00:54.7,0,53,1.3,1,2,right_to_left,1,off_ball_run,2,coming_short,51046,P. Retre,12,LM,698137,I. Hughes,6,RCB,867,Wellington P FC,15.84,2.87,3,center,2,middle_third,False,10.16,2.32,3,center,2,middle_third,False,8_16,540,3,drawing,0,0,5,2,finish,8,low_block,False,False,5.29,-174.47,2,backward,False,False,15.76,2,running,3.8,8.35,4.55,33.92,31.07,18.08,20.91,2.83,18.58,21.43,2.85,False,False,3,ahead,3,ahead,11.65,7.23,5.31,-2.12,3,center,2,middle_third,False,3.96,-1.4,3,center,2,middle_third,False,True,True,True,False,False,0.001,0.9957,0.9419,True,True,0,False,,,,True,10,10,0,True,True,True
