index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,2007643,30,134,00:02.0,00:12.4,0,2,10.4,1,1,1805,left_to_right,Newcastle,5,True,False,False,build_up,0,high_block,10,-21.13,7.19,3,center,1,defensive_third,False,-23.91,32.3,1,wide_left,1,defensive_third,False,59.37,63.69,43.65,49.03,44.04,42.22,43.52,58.78
1,2007643,134,211,00:12.4,00:20.1,0,12,7.7,1,2,1803,right_to_left,Western United,2,False,False,False,finish,2,low_block,8,24.18,-32.54,5,wide_right,3,attacking_third,False,5.5,-27.75,5,wide_right,2,middle_third,False,42.19,47.4,58.67,55.13,63.47,41.74,48.99,36.25
2,2007643,211,303,00:20.1,00:29.3,0,20,9.2,1,2,1803,right_to_left,Western United,4,False,False,False,create,1,medium_block,9,4.23,-27.45,5,wide_right,2,middle_third,False,-19.29,-6.38,3,center,1,defensive_third,False,47.54,55.53,54.9,37.88,41.69,38.61,36.59,51.88
3,2007643,303,421,00:29.3,00:41.1,0,29,11.8,1,2,1803,right_to_left,Western United,4,False,False,False,build_up,0,high_block,10,-20.8,-5.73,3,center,1,defensive_third,False,-31.87,32.59,1,wide_left,1,defensive_third,False,55.4,45.42,37.93,47.7,38.51,42.15,51.98,65.93
4,2007643,484,558,00:47.4,00:54.8,0,47,7.4,1,2,1803,right_to_left,Western United,2,False,False,False,create,1,medium_block,9,-16.76,32.61,1,wide_left,2,middle_third,False,24.77,23.22,1,wide_left,3,attacking_third,False,37.48,34.19,47.37,61.07,28.16,25.09,61.21,52.9
5,2007643,558,607,00:54.8,00:59.7,0,54,4.9,1,2,1803,right_to_left,Western United,3,False,False,False,finish,2,low_block,8,25.41,23.17,1,wide_left,3,attacking_third,False,-39.14,9.86,2,half_space_left,1,defensive_third,False,33.97,31.17,61.56,44.53,25.0,29.78,52.76,77.09
6,2007643,607,679,00:59.7,01:06.9,0,59,7.2,1,2,1803,right_to_left,Western United,1,True,False,False,chaotic,5,chaotic,5,38.67,-10.93,4,half_space_right,3,attacking_third,True,48.11,-17.39,4,half_space_right,3,attacking_third,True,30.02,36.58,76.9,76.13,31.6,31.82,44.56,33.66
7,2007643,679,707,01:06.9,01:09.7,1,6,2.8,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-46.97,17.01,2,half_space_left,1,defensive_third,False,-25.38,18.94,2,half_space_left,1,defensive_third,False,31.51,29.92,33.56,25.24,36.4,36.59,76.22,70.5
8,2007643,707,758,01:09.7,01:14.8,1,9,5.1,1,2,1803,right_to_left,Western United,1,True,False,False,chaotic,5,chaotic,5,25.09,-19.08,4,half_space_right,3,attacking_third,False,37.46,-1.52,3,center,3,attacking_third,True,36.68,29.29,70.1,63.53,30.07,32.74,24.93,25.62
9,2007643,758,779,01:14.8,01:16.9,1,14,2.1,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-37.19,1.11,3,center,1,defensive_third,False,-28.62,-6.03,3,center,1,defensive_third,False,32.7,33.58,25.66,27.05,29.26,31.21,63.53,62.94
