event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_0,0,1960437,313,313,00:30.3,00:30.3,0,30,0.0,1,1,left_to_right,8,player_possession,,,963054,K. Rahmani,12,LM,,,,,2380,Melbourne City,0.62,-0.6,3,center,2,middle_third,False,0.62,-0.6,3,center,2,middle_third,False,,,,,,3,drawing,0,0,0,1,True,False,True,True,1,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,0.0,124.11,3,sideway_left,,,,,,8.57,8.57,0.0,23.24,23.24,22.62,22.62,0.0,29.26,29.26,0.0,True,True,13,unknown,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,,,114464,G. Ferreyra,4,LCB,-19.94,8.27,3,center,1,defensive_third,False,-21.32,7.12,3,center,1,defensive_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,23.72,2,medium,160.55,2,backward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,False,False,,True,True
8_1,1,1960437,329,343,00:31.9,00:33.3,0,31,1.4,1,1,left_to_right,8,player_possession,,,114464,G. Ferreyra,4,LCB,,,,,2380,Melbourne City,-21.32,7.12,3,center,1,defensive_third,False,-23.71,4.36,3,center,1,defensive_third,False,,,,,,3,drawing,0,0,1,1,False,False,True,True,2,False,0,build_up,10,high_block,6,direct,15,defending_direct,1,create,9,medium_block,,,,,False,False,3.66,-130.89,4,sideway_right,False,False,9.35,1,jogging,14.62,8.02,-6.6,20.9,19.76,42.22,43.47,1.25,31.6,32.74,1.14,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,160.55,2,backward,23.72,2,medium,1,successful,7_0,False,50992,K. Trewin,6,RCB,-23.89,-10.64,4,half_space_right,1,defensive_third,False,-26.15,-10.91,4,half_space_right,1,defensive_third,False,0.9971,False,0.0001,False,3,1,1,0,1,0,2,0,0,2,1,3,3,2,2,8,9,True,442,3,False,,,False,,,False,,,,,,,15.0,2,medium,-90.69,4,sideway_right,13.8,1,short,-80.03,4,sideway_right,False,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,False,True,False
7_0,2,1960437,329,343,00:31.9,00:33.3,0,31,1.4,1,1,left_to_right,7,passing_option,,,50992,K. Trewin,6,RCB,114464,G. Ferreyra,4,LCB,2380,Melbourne City,-20.6,-9.63,4,half_space_right,1,defensive_third,False,-23.89,-10.64,4,half_space_right,1,defensive_third,False,8_1,329,,,,3,drawing,0,0,1,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,3.46,-162.93,2,backward,False,False,8.86,1,jogging,18.84,8.56,-10.28,20.9,19.76,41.5,43.65,2.15,31.6,32.74,1.14,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,False,,,False,,,False,,,,,,,15.0,2,medium,-90.69,4,sideway_right,13.8,1,short,-80.03,4,sideway_right,False,10,10,0,2,same_line,2,same_line,16.77,15.0,-21.32,7.12,3,center,1,defensive_third,False,-23.71,4.36,3,center,1,defensive_third,False,True,True,True,False,False,0.0001,0.9971,0.9469,True,343,True,,,,,,,2,True,,,,True,True,,True,False
7_1,3,1960437,331,343,00:32.1,00:33.3,0,32,1.2,1,1,left_to_right,7,passing_option,,,771856,B. Mazzeo,17,RW,114464,G. Ferreyra,4,LCB,2380,Melbourne City,8.58,-33.93,5,wide_right,2,middle_third,False,13.4,-34.72,5,wide_right,2,middle_third,False,8_1,329,1_0,8,run_ahead_of_the_ball,3,drawing,0,0,1,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,5.04,-9.31,1,forward,False,False,15.74,2,running,15.76,16.48,0.71,20.68,19.76,12.1,6.36,-5.74,31.82,32.74,0.92,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,True,2,around,True,2,around,False,,,2,second_last,2,around,50.93,3,long,-52.72,4,sideway_right,,,,,,,True,10,5,5,3,ahead,3,ahead,50.74,53.89,-21.66,6.82,3,center,1,defensive_third,False,-23.71,4.36,3,center,1,defensive_third,False,False,False,,False,True,0.0026,0.4745,0.7983,True,332,True,,,,,,,2,True,,,,True,True,,,False
1_0,4,1960437,331,339,00:32.1,00:32.9,0,32,0.8,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,771856,B. Mazzeo,17,RW,114464,G. Ferreyra,4,LCB,2380,Melbourne City,8.58,-33.93,5,wide_right,2,middle_third,False,12.11,-34.06,5,wide_right,2,middle_third,False,8_1,329,,,,3,drawing,0,0,1,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,3.59,-2.11,1,forward,False,False,15.97,2,running,15.76,15.74,-0.02,20.68,19.85,12.1,7.74,-4.36,31.82,32.65,0.83,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,50.74,52.71,-21.66,6.82,3,center,1,defensive_third,False,-23.02,5.23,3,center,1,defensive_third,False,False,False,,False,True,0.0026,0.4745,0.7983,True,,True,0,False,,,,True,,,4,5,1,True,True,,,
7_2,5,1960437,333,343,00:32.3,00:33.3,0,32,1.0,1,1,left_to_right,7,passing_option,,,51051,C. Talbot,8,RB,114464,G. Ferreyra,4,LCB,2380,Melbourne City,-10.02,-24.57,5,wide_right,2,middle_third,False,-12.38,-26.31,5,wide_right,2,middle_third,False,8_1,329,,,,3,drawing,0,0,1,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,2.94,-143.6,2,backward,False,False,10.58,1,jogging,17.01,16.91,-0.1,20.47,19.76,30.49,32.14,1.65,32.03,32.74,0.71,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,False,,,False,,,False,,,,,,,32.7,3,long,-69.72,4,sideway_right,,,,,,,True,10,9,1,3,ahead,3,ahead,33.27,32.7,-21.99,6.47,3,center,1,defensive_third,False,-23.71,4.36,3,center,1,defensive_third,False,False,False,,False,False,0.0002,0.9935,0.9084,True,343,True,,,,,,,2,True,,,,True,True,,,False
1_1,6,1960437,344,360,00:33.4,00:35.0,0,33,1.6,1,1,left_to_right,1,off_ball_run,4,dropping_off,51051,C. Talbot,8,RB,50992,K. Trewin,6,RCB,2380,Melbourne City,-12.77,-26.51,5,wide_right,2,middle_third,False,-20.61,-28.67,5,wide_right,1,defensive_third,False,8_2,357,,,,3,drawing,0,0,2,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,8.18,-164.6,2,backward,False,False,18.2,2,running,16.94,17.59,0.65,19.69,16.68,32.46,37.29,4.83,32.81,35.82,3.01,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,19.53,18.21,-24.16,-10.65,4,half_space_right,1,defensive_third,False,-26.3,-11.37,4,half_space_right,1,defensive_third,False,False,False,,False,False,0.0001,0.9962,0.9812,True,,True,0,False,,,,True,,,9,9,0,True,True,,,
8_2,7,1960437,357,368,00:34.7,00:35.8,0,34,1.1,1,1,left_to_right,8,player_possession,,,50992,K. Trewin,6,RCB,,,,,2380,Melbourne City,-26.15,-10.91,4,half_space_right,1,defensive_third,False,-26.53,-12.85,4,half_space_right,1,defensive_third,False,,,,,,3,drawing,0,0,2,1,False,False,False,True,2,True,6,direct,15,defending_direct,5,chaotic,5,chaotic,0,build_up,10,high_block,,,,,False,False,1.83,-101.08,4,sideway_right,,,6.37,1,jogging,8.56,3.01,-5.55,17.36,15.8,43.51,42.33,-1.18,35.14,36.7,1.56,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,-80.03,4,sideway_right,13.8,1,short,1,successful,7_5,True,795151,M. Memeti,19,CF,11.34,-14.53,4,half_space_right,2,middle_third,False,8.6,-15.86,4,half_space_right,2,middle_third,False,0.6313,True,0.0013,False,3,1,2,0,2,0,3,0,0,1,2,1,3,1,3,8,8,True,442,3,True,,,True,,,False,,,2,second_last,1,through,37.91,3,long,-2.54,1,forward,35.58,3,long,-2.11,1,forward,True,10,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
7_3,8,1960437,357,368,00:34.7,00:35.8,0,34,1.1,1,1,left_to_right,7,passing_option,,,51051,C. Talbot,8,RB,50992,K. Trewin,6,RCB,2380,Melbourne City,-19.24,-28.51,5,wide_right,1,defensive_third,False,-22.58,-28.71,5,wide_right,1,defensive_third,False,8_2,357,1_1,4,dropping_off,3,drawing,0,0,2,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,3.27,-176.57,2,backward,False,False,10.86,1,jogging,17.68,16.03,-1.65,17.36,15.8,36.6,38.38,1.78,35.14,36.7,1.56,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,False,,,False,,,False,,,,,,,18.21,2,medium,-71.79,4,sideway_right,,,,,,,True,10,9,1,3,ahead,3,ahead,18.91,16.34,-26.15,-10.91,4,half_space_right,1,defensive_third,False,-26.53,-12.85,4,half_space_right,1,defensive_third,False,False,False,,False,False,0.0001,0.9962,0.9812,True,360,True,,,,,,,2,True,,,,True,True,,,False
7_4,9,1960437,365,368,00:35.5,00:35.8,0,35,0.3,1,1,left_to_right,7,passing_option,,,771856,B. Mazzeo,17,RW,50992,K. Trewin,6,RCB,2380,Melbourne City,14.57,-36.19,5,wide_right,2,middle_third,False,14.31,-36.08,5,wide_right,2,middle_third,False,8_2,357,,,,3,drawing,0,0,2,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,0.36,165.07,2,backward,False,False,,,,14.88,14.16,-0.73,15.95,15.8,1.38,1.49,0.11,36.55,36.7,0.15,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,True,2,around,True,2,around,False,,,2,second_last,2,around,47.15,3,long,-29.82,1,forward,,,,,,,True,10,2,8,3,ahead,3,ahead,47.48,46.98,-26.48,-12.34,4,half_space_right,1,defensive_third,False,-26.53,-12.85,4,half_space_right,1,defensive_third,False,False,False,,False,True,0.0031,0.524,0.7921,True,367,False,,,,,,,2,True,,,,True,True,,,True
