event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_0,0,2015262,2344,2344,00:01.4,00:01.4,0,1,0.0,1,1,left_to_right,8,player_possession,211,A. Taggart,19,CF,871,Perth Glory,1.14,0.47,3,center,2,middle_third,False,1.14,0.47,3,center,2,middle_third,False,3,drawing,0,0,0,1,True,False,True,True,2,False,1,create,9,medium_block,6,direct,15,defending_direct,,,,,,,,,False,False,0.0,152.1,2,backward,,,1.58,1,jogging,8.31,8.31,0.0,21.52,21.52,20.38,20.38,0.0,30.98,30.98,0.0,False,False,13,unknown,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,,,799157,K. Majekodunmi,4.0,LCB,-19.4,7.19,3,center,1,defensive_third,False,-19.3,6.34,3,center,1,defensive_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,24.88,2,medium,164.47,2,backward,,,,,9,9,0,True,True,,True,False
8_1,1,2015262,2360,2378,00:03.0,00:04.8,0,3,1.8,1,1,left_to_right,8,player_possession,799157,K. Majekodunmi,4,LCB,871,Perth Glory,-19.3,6.34,3,center,1,defensive_third,False,-18.29,1.09,3,center,1,defensive_third,False,3,drawing,0,0,1,1,False,True,True,True,1,True,6,direct,15,defending_direct,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,False,False,5.5,-79.11,4,sideway_right,False,False,10.9,1,jogging,19.96,10.64,-9.33,21.5,23.69,40.8,41.98,1.18,31.0,28.81,-2.19,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,164.47,2,backward,24.88,2,medium,2,unsuccessful,7_2,,23926,N. MileusniÄ,17.0,RW,16.28,-31.86,5,wide_right,2,middle_third,False,,,,,,,,0.5711,True,0.0032,False,6,3,3,1,2,0,5,0,0,4,2,3,5,2,5,9,9,True,442.0,3,True,True,False,2,second_last,2,around,47.76,3,long,-43.63,1,forward,,,,,,,True,10,4,6,10,10,0,True,True,True,True,False
8_2,2,2015262,2414,2414,00:08.4,00:08.4,0,8,0.0,1,2,right_to_left,8,player_possession,51028,S. Sutton,2,LB,867,Wellington P FC,-23.91,20.03,2,half_space_left,1,defensive_third,False,-23.91,20.03,2,half_space_left,1,defensive_third,False,3,drawing,0,0,2,1,True,True,True,True,1,True,5,chaotic,5,chaotic,8,low_block,2,finish,15,defending_direct,6,direct,,,,,False,False,0.0,-55.33,4,sideway_right,,,12.72,1,jogging,1.77,1.77,0.0,7.22,7.22,31.13,31.13,0.0,45.28,45.28,0.0,True,True,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,2,unsuccessful,,,26969,H. Ishige,16.0,LW,-19.39,18.9,2,half_space_left,1,defensive_third,False,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,True,True,True,True,False
8_3,3,2015262,2429,2429,00:09.9,00:09.9,0,9,0.0,1,1,left_to_right,8,player_possession,26981,T. Okamoto,8,RB,871,Perth Glory,14.63,-21.05,5,wide_right,2,middle_third,False,14.63,-21.05,5,wide_right,2,middle_third,False,3,drawing,0,0,3,1,True,False,False,True,4,False,2,finish,8,low_block,1,create,9,medium_block,5,chaotic,5,chaotic,,,,,False,False,0.0,21.64,1,forward,,,14.2,1,jogging,3.21,3.21,0.0,32.36,32.36,17.73,17.73,0.0,20.14,20.14,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,False,False,True,,,,,,,1,successful,7_8,False,23926,N. MileusniÄ,17.0,RW,21.06,-23.76,5,wide_right,3,attacking_third,False,20.87,-25.53,5,wide_right,3,attacking_third,False,0.9402,False,0.0018,False,4,0,0,0,0,0,3,0,0,3,1,,,,,4,4,False,,,,,,,,,,6.98,1,short,-22.85,1,forward,5.35,1,short,-37.56,1,forward,True,8,5,3,8,8,0,True,True,True,True,False
8_4,4,2015262,2435,2456,00:10.5,00:12.6,0,10,2.1,1,1,left_to_right,8,player_possession,23926,N. MileusniÄ,17,RW,871,Perth Glory,20.87,-25.53,5,wide_right,3,attacking_third,False,23.84,-28.69,5,wide_right,3,attacking_third,False,3,drawing,0,0,3,2,False,False,False,False,4,False,2,finish,8,low_block,1,create,9,medium_block,5,chaotic,5,chaotic,,,,,False,False,4.45,-46.78,4,sideway_right,False,False,7.83,1,jogging,5.49,1.94,-3.54,32.54,35.98,11.67,12.14,0.47,19.96,16.52,-3.44,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-37.56,1,forward,5.35,1,short,1,successful,7_12,False,12185,L. Amos,14.0,RM,17.06,-22.23,5,wide_right,2,middle_third,False,18.75,-22.96,5,wide_right,3,attacking_third,False,0.9713,False,0.0024,False,3,1,0,0,0,0,2,0,0,3,0,1,3,0,2,4,3,False,,,,,,,,,,9.36,1,short,136.38,2,backward,9.91,1,short,121.93,3,sideway_left,False,8,8,0,8,5,-3,True,True,True,True,False
8_5,5,2015262,2467,2467,00:13.7,00:13.7,0,13,0.0,1,1,left_to_right,8,player_possession,12185,L. Amos,14,RM,871,Perth Glory,18.75,-22.96,5,wide_right,3,attacking_third,False,18.75,-22.96,5,wide_right,3,attacking_third,False,3,drawing,0,0,3,3,False,False,False,False,4,False,2,finish,8,low_block,1,create,9,medium_block,5,chaotic,5,chaotic,,,,,False,False,0.0,-3.18,1,forward,,,5.25,1,jogging,2.48,2.48,0.0,36.34,36.34,17.59,17.59,0.0,16.16,16.16,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,121.93,3,sideway_left,9.91,1,short,1,successful,7_13,False,23926,N. MileusniÄ,17.0,RW,22.3,-30.64,5,wide_right,3,attacking_third,False,20.7,-31.34,5,wide_right,3,attacking_third,False,0.9696,False,0.0012,False,1,0,0,0,0,0,1,0,0,1,0,,,,,5,5,True,442.0,3,False,False,False,,,,,8.46,1,short,-65.19,4,sideway_right,8.68,1,short,-70.56,4,sideway_right,True,8,8,0,8,8,0,True,True,True,True,False
8_6,6,2015262,2476,2484,00:14.6,00:15.4,0,14,0.8,1,1,left_to_right,8,player_possession,23926,N. MileusniÄ,17,RW,871,Perth Glory,20.7,-31.34,5,wide_right,3,attacking_third,False,20.09,-30.61,5,wide_right,3,attacking_third,False,3,drawing,0,0,3,4,False,False,True,False,4,False,2,finish,8,low_block,1,create,9,medium_block,5,chaotic,5,chaotic,,,,,False,False,0.96,129.88,3,sideway_left,,,4.33,1,jogging,5.09,3.1,-1.99,35.51,34.69,14.81,14.6,-0.21,16.99,17.81,0.82,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-70.56,4,sideway_right,8.68,1,short,1,successful,7_14,False,560989,T. MrÄela,6.0,RCB,-0.05,-24.55,5,wide_right,2,middle_third,False,-2.93,-25.21,5,wide_right,2,middle_third,False,0.9973,False,0.0002,False,2,0,0,0,0,0,0,0,0,2,0,1,2,0,0,4,4,True,442.0,3,False,False,False,,,,,21.03,2,medium,163.25,2,backward,18.59,2,medium,156.48,2,backward,False,8,10,-2,8,8,0,True,True,True,True,False
8_7,7,2015262,2507,2507,00:17.7,00:17.7,0,17,0.0,1,1,left_to_right,8,player_possession,560989,T. MrÄela,6,RCB,871,Perth Glory,-2.93,-25.21,5,wide_right,2,middle_third,False,-2.93,-25.21,5,wide_right,2,middle_third,False,3,drawing,0,0,4,1,False,False,False,True,6,False,1,create,9,medium_block,0,build_up,10,high_block,2,finish,8,low_block,,,,,False,False,0.0,139.4,2,backward,,,4.03,1,jogging,16.2,16.2,0.0,28.01,28.01,30.94,30.94,0.0,24.49,24.49,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,156.48,2,backward,18.59,2,medium,1,successful,7_16,False,799157,K. Majekodunmi,4.0,LCB,-7.99,-9.45,4,half_space_right,2,middle_third,False,-10.09,-9.14,3,center,2,middle_third,False,0.9989,False,0.0001,False,1,0,0,0,0,0,0,0,0,1,0,,,,,8,8,True,442.0,3,False,False,False,,,,,16.55,2,medium,107.8,3,sideway_left,15.19,2,medium,98.02,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_8,8,2015262,2523,2539,00:19.3,00:20.9,0,19,1.6,1,1,left_to_right,8,player_possession,799157,K. Majekodunmi,4,LCB,871,Perth Glory,-10.09,-9.14,3,center,2,middle_third,False,-8.79,-9.69,4,half_space_right,2,middle_third,False,3,drawing,0,0,4,2,False,False,False,False,6,False,1,create,9,medium_block,0,build_up,10,high_block,2,finish,8,low_block,,,,,False,False,1.56,-22.93,1,forward,,,3.46,1,jogging,16.72,13.19,-3.53,23.39,20.32,33.48,29.11,-4.37,29.11,32.18,3.07,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,98.02,3,sideway_left,15.19,2,medium,1,successful,7_18,False,560989,T. MrÄela,6.0,RCB,-8.05,-23.42,5,wide_right,2,middle_third,False,-7.2,-23.53,5,wide_right,2,middle_third,False,0.9992,False,0.0002,False,3,2,0,0,0,0,3,0,0,3,0,2,3,2,3,9,9,True,442.0,3,False,False,False,,,,,13.75,1,short,-86.91,4,sideway_right,14.22,1,short,-81.06,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_9,9,2015262,2552,2565,00:22.2,00:23.5,0,22,1.3,1,1,left_to_right,8,player_possession,560989,T. MrÄela,6,RCB,871,Perth Glory,-7.2,-23.53,5,wide_right,2,middle_third,False,-6.4,-23.29,5,wide_right,2,middle_third,False,3,drawing,0,0,4,3,False,False,False,False,6,False,1,create,9,medium_block,0,build_up,10,high_block,2,finish,8,low_block,,,,,False,False,0.88,16.7,1,forward,,,2.45,1,jogging,13.14,11.93,-1.21,19.28,19.26,26.48,25.66,-0.82,33.22,33.24,0.02,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,-81.06,4,sideway_right,14.22,1,short,1,successful,7_20,False,799157,K. Majekodunmi,4.0,LCB,-13.47,-9.47,4,half_space_right,2,middle_third,False,-14.02,-8.81,3,center,2,middle_third,False,0.9992,False,0.0002,False,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,7,True,442.0,3,False,False,False,,,,,15.52,2,medium,117.09,3,sideway_left,15.7,2,medium,111.52,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
