event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,high_pass,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_passing_options,passing_option_at_pass_moment,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched,fully_extrapolated
7_0,0,2015180,2581,2587,00:02.1,00:02.7,0,2,0.6,1,1,left_to_right,7,passing_option,811820,K. Bos,2,LB,51685,L. Jackson,4,LCB,868,Melbourne V FC,-11.59,14.2,2,half_space_left,2,middle_third,False,-11.76,14.81,2,half_space_left,2,middle_third,False,8_1,2581,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,0.64,105.57,3,sideway_left,False,False,3.85,1,jogging,11.43,9.74,-1.69,21.1,21.18,32.69,32.94,0.25,31.4,31.32,-0.08,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,13.39,1,short,37.87,1,forward,,,,,,,True,10,10,0,3,ahead,3,ahead,13.39,13.77,-22.16,5.98,3,center,1,defensive_third,False,-22.21,5.84,3,center,1,defensive_third,False,False,False,,False,False,0.0003,0.9945,0.8867,True,2581,True,5,False,True,True,,False
7_1,1,2015180,2581,2591,00:02.1,00:03.1,0,2,1.0,1,1,left_to_right,7,passing_option,9175,Roderick Miranda,6,RCB,51685,L. Jackson,4,LCB,868,Melbourne V FC,-19.12,-7.4,3,center,1,defensive_third,False,-19.43,-7.84,3,center,1,defensive_third,False,8_1,2581,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,0.56,-125.17,4,sideway_right,False,False,1.99,1,jogging,18.29,14.36,-3.93,21.1,21.63,40.22,41.06,0.84,31.4,30.87,-0.53,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,13.76,1,short,-77.45,4,sideway_right,,,,,,,False,10,10,0,3,ahead,2,same_line,13.72,13.75,-22.16,5.98,3,center,1,defensive_third,False,-22.03,5.66,3,center,1,defensive_third,False,False,False,,False,False,0.0001,0.9974,0.8714,True,2584,True,5,True,True,True,,False
7_2,2,2015180,2581,2593,00:02.1,00:03.3,0,2,1.2,1,1,left_to_right,7,passing_option,159688,J. Valadon,9,LDM,51685,L. Jackson,4,LCB,868,Melbourne V FC,-8.59,-0.51,3,center,2,middle_third,False,-9.12,1.18,3,center,2,middle_third,False,8_1,2581,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,1.89,107.41,3,sideway_left,False,False,5.67,1,jogging,8.69,4.78,-3.9,21.1,21.97,29.69,31.09,1.4,31.4,30.53,-0.87,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,15.04,2,medium,-25.56,1,forward,,,,,,,True,10,10,0,3,ahead,3,ahead,15.04,13.49,-22.16,5.98,3,center,1,defensive_third,False,-21.88,5.55,3,center,1,defensive_third,False,False,False,,False,False,0.0008,0.9975,0.9545,True,2581,True,5,True,True,True,,False
7_3,3,2015180,2584,2596,00:02.4,00:03.6,0,2,1.2,1,1,left_to_right,7,passing_option,11117,Z. Machach,15,AM,51685,L. Jackson,4,LCB,868,Melbourne V FC,8.75,-19.51,4,half_space_right,2,middle_third,False,14.72,-18.84,4,half_space_right,2,middle_third,False,8_1,2581,1_0,8,run_ahead_of_the_ball,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,6.01,6.4,1,forward,False,False,17.98,2,running,3.1,4.61,1.51,21.05,22.59,12.3,7.87,-4.43,31.45,29.91,-1.54,False,True,,True,442.0,3,True,2,around,True,1,through,False,,,2,second_last,1,through,42.96,3,long,-34.9,1,forward,,,,,,,True,10,5,5,3,ahead,3,ahead,40.09,43.64,-22.22,5.94,3,center,1,defensive_third,False,-21.6,5.36,3,center,1,defensive_third,False,False,False,,False,True,0.0051,0.5948,0.917,True,2593,True,5,True,True,True,,False
7_4,4,2015180,2591,2596,00:03.1,00:03.6,0,3,0.5,1,1,left_to_right,7,passing_option,11885,D. Arzani,17,RW,51685,L. Jackson,4,LCB,868,Melbourne V FC,9.81,-15.35,4,half_space_right,2,middle_third,False,11.83,-14.95,4,half_space_right,2,middle_third,False,8_1,2581,1_1,8,run_ahead_of_the_ball,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,1.65,11.2,1,forward,False,False,14.83,1,jogging,6.62,3.92,-2.7,21.63,22.59,11.82,10.76,-1.06,30.87,29.91,-0.96,True,True,True,True,442.0,3,True,1,through,True,1,through,False,,,2,second_last,1,through,39.12,3,long,-31.28,1,forward,30.32,3,long,-30.22,1,forward,True,10,5,5,3,ahead,3,ahead,38.15,39.12,-22.03,5.66,3,center,1,defensive_third,False,-21.6,5.36,3,center,1,defensive_third,False,True,True,True,False,True,0.0043,0.6109,0.8658,True,2596,False,5,True,True,True,True,False
7_5,5,2015180,2592,2596,00:03.2,00:03.6,0,3,0.4,1,1,left_to_right,7,passing_option,800322,J. Inserra,8,RB,51685,L. Jackson,4,LCB,868,Melbourne V FC,3.87,-26.44,5,wide_right,2,middle_third,False,5.4,-26.21,5,wide_right,2,middle_third,False,8_1,2581,1_2,8,run_ahead_of_the_ball,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,1.47,8.22,1,forward,False,False,13.62,1,jogging,8.18,7.3,-0.88,21.79,22.59,17.92,17.19,-0.73,30.71,29.91,-0.8,False,False,,True,442.0,3,True,2,around,False,,,False,,,1,first,2,around,41.54,3,long,-49.46,4,sideway_right,,,,,,,True,10,7,3,3,ahead,3,ahead,41.16,41.54,-21.96,5.61,3,center,1,defensive_third,False,-21.6,5.36,3,center,1,defensive_third,False,False,False,,False,False,0.0009,0.6516,0.9201,True,2596,False,5,True,True,True,,False
7_6,6,2015180,2632,2638,00:07.2,00:07.8,0,7,0.6,1,1,left_to_right,7,passing_option,11117,Z. Machach,15,AM,11885,D. Arzani,17,RW,868,Melbourne V FC,21.22,-26.55,5,wide_right,3,attacking_third,False,22.3,-28.53,5,wide_right,3,attacking_third,False,8_2,2632,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,2.26,-61.39,4,sideway_right,False,False,13.54,1,jogging,3.19,5.03,1.84,30.48,30.82,9.26,8.52,-0.74,22.02,21.68,-0.34,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,10.74,1,short,-104.62,4,sideway_right,,,,,,,False,5,6,-1,2,same_line,2,same_line,10.19,10.91,24.19,-16.8,4,half_space_right,3,attacking_third,False,24.79,-17.91,4,half_space_right,3,attacking_third,False,False,False,,False,False,0.0032,0.9061,0.8834,True,2636,True,2,True,True,True,,False
7_7,7,2015180,2632,2638,00:07.2,00:07.8,0,7,0.6,1,1,left_to_right,7,passing_option,800322,J. Inserra,8,RB,11885,D. Arzani,17,RW,868,Melbourne V FC,19.53,-24.57,5,wide_right,3,attacking_third,False,19.21,-25.16,5,wide_right,3,attacking_third,False,8_2,2632,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,0.71,-118.47,4,sideway_right,False,False,4.22,1,jogging,2.72,4.03,1.31,30.48,30.82,10.95,11.61,0.66,22.02,21.68,-0.34,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,9.15,1,short,-127.58,4,sideway_right,,,,,,,False,5,7,-2,1,behind,1,behind,9.06,9.15,24.19,-16.8,4,half_space_right,3,attacking_third,False,24.79,-17.91,4,half_space_right,3,attacking_third,False,True,False,,False,False,0.0027,0.9167,0.9514,True,2638,True,2,True,True,True,,False
7_8,8,2015180,2635,2638,00:07.5,00:07.8,0,7,0.3,1,1,left_to_right,7,passing_option,157294,R. Teague,11,RDM,11885,D. Arzani,17,RW,868,Melbourne V FC,7.97,-18.21,4,half_space_right,2,middle_third,False,8.57,-18.72,4,half_space_right,2,middle_third,False,8_2,2632,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,1.03,-43.43,1,forward,False,False,9.42,1,jogging,13.55,13.19,-0.36,30.66,30.82,22.69,22.25,-0.44,21.84,21.68,-0.16,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,16.24,2,medium,-177.14,2,backward,,,,,,,False,5,8,-3,1,behind,1,behind,16.57,16.24,24.52,-17.35,4,half_space_right,3,attacking_third,False,24.79,-17.91,4,half_space_right,3,attacking_third,False,False,False,,False,False,0.0022,0.958,0.8401,True,2638,True,2,True,True,True,,False
7_9,9,2015180,2663,2663,00:10.3,00:10.3,0,10,0.0,1,1,left_to_right,7,passing_option,11117,Z. Machach,15,AM,157294,R. Teague,11,RDM,868,Melbourne V FC,20.86,-32.24,5,wide_right,3,attacking_third,False,20.86,-32.24,5,wide_right,3,attacking_third,False,8_4,2663,,,,3,drawing,0,0,3,2,finish,8,low_block,False,False,0.0,177.35,2,backward,False,False,7.74,1,jogging,8.96,7.68,-1.28,30.73,30.73,9.87,9.87,0.0,21.77,21.77,0.0,False,False,True,True,442.0,3,False,,,True,2,around,False,,,2,second_last,2,around,15.55,2,medium,-47.92,4,sideway_right,14.58,1,short,-41.19,1,forward,True,8,5,3,3,ahead,3,ahead,15.55,15.55,10.44,-20.7,5,wide_right,2,middle_third,False,10.44,-20.7,5,wide_right,2,middle_third,False,True,True,True,False,False,0.0022,0.8509,0.5276,False,2663,False,2,False,True,True,True,False
