index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1849247,39,83,00:02.9,00:07.3,0,2,4.4,1,2,1804,right_to_left,Macarthur FC,4,True,False,False,create,1,medium_block,9,-1.44,-0.48,3,center,2,middle_third,False,14.23,-6.35,3,center,2,middle_third,False,49.04,40.19,37.88,61.98,37.72,31.91,38.6,47.66
1,1849247,210,457,00:20.0,00:44.7,0,20,24.7,1,1,869,left_to_right,Sydney FC,4,False,False,False,create,1,medium_block,9,-38.95,16.92,2,half_space_left,1,defensive_third,False,3.64,-21.68,5,wide_right,2,middle_third,False,40.22,48.31,46.88,55.91,34.15,32.27,58.02,42.53
2,1849247,613,615,01:00.3,01:00.5,1,0,0.2,1,1,869,left_to_right,Sydney FC,1,False,False,False,create,1,medium_block,9,5.13,-18.18,4,half_space_right,2,middle_third,False,5.93,-15.95,4,half_space_right,2,middle_third,False,50.02,50.09,56.44,56.45,32.01,32.11,42.58,42.54
3,1849247,615,677,01:00.5,01:06.7,1,0,6.2,1,1,869,left_to_right,Sydney FC,1,False,False,False,finish,2,low_block,8,6.85,-13.85,4,half_space_right,2,middle_third,False,5.63,27.03,1,wide_left,2,middle_third,False,50.18,50.41,56.47,62.72,32.22,39.38,42.51,41.29
4,1849247,677,982,01:06.7,01:37.2,1,6,30.5,1,1,869,left_to_right,Sydney FC,10,True,False,False,create,1,medium_block,9,4.74,26.82,1,wide_left,2,middle_third,False,7.08,26.9,1,wide_left,2,middle_third,False,50.57,50.88,62.58,53.18,39.09,39.83,41.32,46.59
5,1849247,982,1028,01:37.2,01:41.8,1,37,4.6,1,2,1804,right_to_left,Macarthur FC,2,True,False,False,chaotic,5,chaotic,5,-6.96,-26.4,5,wide_right,2,middle_third,False,24.36,6.14,3,center,3,attacking_third,False,39.69,39.23,46.49,59.81,50.53,29.53,53.17,51.01
6,1849247,1028,1091,01:41.8,01:48.1,1,41,6.3,1,1,869,left_to_right,Sydney FC,3,False,False,False,build_up,0,high_block,10,-25.23,-6.57,3,center,1,defensive_third,False,-20.14,-3.65,3,center,1,defensive_third,False,29.34,39.12,50.89,46.26,39.09,30.31,60.28,59.73
7,1849247,1091,1119,01:48.1,01:50.9,1,48,2.8,1,1,869,left_to_right,Sydney FC,1,False,False,False,create,1,medium_block,9,-19.82,-3.89,3,center,1,defensive_third,False,-18.36,-14.14,4,half_space_right,1,defensive_third,False,39.21,46.22,46.37,48.35,30.11,29.32,59.26,53.01
8,1849247,1203,1349,01:59.3,02:13.9,1,59,14.6,1,1,869,left_to_right,Sydney FC,7,False,False,False,create,1,medium_block,9,-23.63,-4.69,3,center,1,defensive_third,False,10.79,-32.07,5,wide_right,2,middle_third,False,50.81,41.2,47.49,57.89,29.63,31.59,52.0,50.06
9,1849247,1349,1365,02:13.9,02:15.5,2,13,1.6,1,1,869,left_to_right,Sydney FC,1,False,False,False,finish,2,low_block,8,11.22,-32.05,5,wide_right,2,middle_third,False,16.79,-31.01,5,wide_right,2,middle_third,False,41.05,40.86,58.0,59.72,31.71,32.22,50.04,49.21
