event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_0,0,1899585,12,12,00:00.2,00:00.2,0,0,0.0,1,1,left_to_right,8,player_possession,,,23909,K. Barbarouses,20,RF,,,,,867,Wellington P FC,0.53,-0.28,3,center,2,middle_third,False,0.53,-0.28,3,center,2,middle_third,False,,,,,,3,drawing,0,0,0,1,True,False,False,True,7,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,0.0,,,,,,,,,8.02,8.02,0.0,21.27,21.27,20.74,20.74,0.0,30.73,30.73,0.0,False,False,13,unknown,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,,,42510,S. Wootton,4,LCB,-20.43,1.16,3,center,1,defensive_third,False,-20.68,0.53,3,center,1,defensive_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,23.99,2,medium,173.13,2,backward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,True,True,,True,False
8_1,1,1899585,31,44,00:02.1,00:03.4,0,2,1.3,1,1,left_to_right,8,player_possession,,,42510,S. Wootton,4,LCB,,,,,867,Wellington P FC,-20.68,0.53,3,center,1,defensive_third,False,-20.75,-0.04,3,center,1,defensive_third,False,,,,,,3,drawing,0,0,0,2,False,False,False,False,7,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,0.51,-97.0,4,sideway_right,,,1.63,1,jogging,13.59,5.49,-8.11,20.71,21.2,41.39,41.95,0.56,31.29,30.8,-0.49,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,173.13,2,backward,23.99,2,medium,1,successful,7_2,False,698137,I. Hughes,5,CB,-18.58,10.14,2,half_space_left,1,defensive_third,False,-17.98,11.27,2,half_space_left,1,defensive_third,False,0.9821,False,0.0002,False,4,0,0,0,0,0,2,0,0,4,0,2,3,1,2,9,9,True,4411,2,,,,False,,,False,,,,,,,10.41,1,short,77.97,3,sideway_left,11.19,1,short,69.49,3,sideway_left,False,10,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
7_0,2,1899585,31,32,00:02.1,00:02.2,0,2,0.1,1,1,left_to_right,7,passing_option,,,51015,A. Rufer,12,LM,42510,S. Wootton,4,LCB,867,Wellington P FC,-9.38,-3.5,3,center,2,middle_third,False,-9.36,-3.52,3,center,2,middle_third,False,8_1,31,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.1,-84.81,4,sideway_right,False,False,0.86,1,jogging,6.13,5.94,-0.18,20.71,20.71,30.09,30.07,-0.02,31.29,31.29,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4411,2,,,,False,,,False,,,,,,,11.96,1,short,-14.28,1,forward,,,,,,,True,10,9,1,3,ahead,3,ahead,12.0,12.02,-20.68,0.53,3,center,1,defensive_third,False,-20.69,0.5,3,center,1,defensive_third,False,False,False,,False,False,0.0008,0.9565,0.6848,True,44,True,,,,,,,1,False,,,,True,True,,,False
7_1,3,1899585,31,44,00:02.1,00:03.4,0,2,1.3,1,1,left_to_right,7,passing_option,,,799092,M. Sheridan,6,RCB,42510,S. Wootton,4,LCB,867,Wellington P FC,-17.97,-13.76,4,half_space_right,1,defensive_third,False,-18.41,-14.35,4,half_space_right,1,defensive_third,False,8_1,31,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,1.07,-126.71,4,sideway_right,False,False,3.39,1,jogging,15.52,14.59,-0.93,20.71,21.2,38.68,39.61,0.93,31.29,30.8,-0.49,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,False,,,False,,,False,,,,,,,14.54,1,short,-79.26,4,sideway_right,,,,,,,False,10,10,0,2,same_line,2,same_line,14.54,14.5,-20.68,0.53,3,center,1,defensive_third,False,-20.75,-0.04,3,center,1,defensive_third,False,False,False,,False,False,0.0003,0.9981,0.8138,True,31,True,,,,,,,3,True,,,,True,True,,,False
7_2,4,1899585,42,44,00:03.2,00:03.4,0,3,0.2,1,1,left_to_right,7,passing_option,,,698137,I. Hughes,5,CB,42510,S. Wootton,4,LCB,867,Wellington P FC,-18.71,10.11,2,half_space_left,1,defensive_third,False,-18.58,10.14,2,half_space_left,1,defensive_third,False,8_1,31,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.26,8.88,1,forward,False,False,2.35,1,jogging,9.35,3.79,-5.56,21.11,21.2,39.82,39.78,-0.04,30.89,30.8,-0.09,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4411,2,,,,False,,,False,,,,,,,10.41,1,short,77.97,3,sideway_left,11.19,1,short,69.49,3,sideway_left,False,10,9,1,2,same_line,2,same_line,10.23,10.41,-20.75,0.09,3,center,1,defensive_third,False,-20.75,-0.04,3,center,1,defensive_third,False,True,True,True,False,False,0.0002,0.9821,0.6515,True,44,False,,,,,,,2,True,,,,True,True,,True,False
7_3,5,1899585,43,44,00:03.3,00:03.4,0,3,0.1,1,1,left_to_right,7,passing_option,,,51015,A. Rufer,12,LM,42510,S. Wootton,4,LCB,867,Wellington P FC,-9.13,-3.1,3,center,2,middle_third,False,-9.16,-2.99,3,center,2,middle_third,False,8_1,31,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.33,93.99,3,sideway_left,False,False,3.23,1,jogging,5.43,5.42,-0.01,21.16,21.2,30.29,30.36,0.07,30.84,30.8,-0.04,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4411,2,,,,False,,,False,,,,,,,11.96,1,short,-14.28,1,forward,,,,,,,True,10,9,1,3,ahead,3,ahead,12.03,11.96,-20.75,0.03,3,center,1,defensive_third,False,-20.75,-0.04,3,center,1,defensive_third,False,False,False,,False,False,0.0008,0.9565,0.6848,True,44,False,,,,,,,2,True,,,,True,True,,,False
1_0,6,1899585,57,66,00:04.7,00:05.6,0,4,0.9,1,1,left_to_right,1,off_ball_run,2,coming_short,51015,A. Rufer,12,LM,698137,I. Hughes,5,CB,867,Wellington P FC,-9.98,0.48,3,center,2,middle_third,False,-10.8,4.37,3,center,2,middle_third,False,8_2,62,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,3.58,101.9,3,sideway_left,False,False,15.88,2,running,4.33,2.75,-1.59,21.1,20.07,31.08,30.87,-0.21,30.9,31.93,1.03,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,13.07,10.4,-18.0,10.8,2,half_space_left,1,defensive_third,False,-18.11,11.77,2,half_space_left,1,defensive_third,False,True,True,False,False,False,0.0005,0.9931,0.904,True,,True,0,False,,,,True,,,9,9,0,True,True,,True,
8_2,7,1899585,62,62,00:05.2,00:05.2,0,5,0.0,1,1,left_to_right,8,player_possession,,,698137,I. Hughes,5,CB,,,,,867,Wellington P FC,-17.98,11.27,2,half_space_left,1,defensive_third,False,-17.98,11.27,2,half_space_left,1,defensive_third,False,,,,,,3,drawing,0,0,0,3,False,False,False,False,7,False,1,create,9,medium_block,0,build_up,10,high_block,,,,,,,,,False,False,0.0,87.56,3,sideway_left,,,3.44,1,jogging,3.79,3.79,0.0,20.68,20.68,38.66,38.66,0.0,31.32,31.32,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,69.49,3,sideway_left,11.19,1,short,1,successful,7_5,False,51015,A. Rufer,12,LM,-10.27,2.73,3,center,2,middle_third,False,-12.32,6.44,3,center,2,middle_third,False,0.9931,False,0.0005,False,2,1,0,0,0,0,2,0,0,2,0,,,,,7,7,True,4411,2,,,,False,,,False,,,,,,,11.51,1,short,-47.92,4,sideway_right,13.34,1,short,-50.6,4,sideway_right,True,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,True,True,True,True,False
7_4,8,1899585,62,62,00:05.2,00:05.2,0,5,0.0,1,1,left_to_right,7,passing_option,,,27003,K. Nagasawa,19,CF,698137,I. Hughes,5,CB,867,Wellington P FC,0.95,8.98,3,center,2,middle_third,False,0.95,8.98,3,center,2,middle_third,False,8_2,62,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,115.98,3,sideway_left,False,False,9.59,1,jogging,7.36,7.36,0.0,20.68,20.68,19.73,19.73,0.0,31.32,31.32,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4411,2,,,,False,,,False,,,,,,,19.07,2,medium,-6.9,1,forward,,,,,,,True,9,8,1,3,ahead,3,ahead,19.07,19.07,-17.98,11.27,2,half_space_left,1,defensive_third,False,-17.98,11.27,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0016,0.9782,0.6266,True,62,True,,,,,,,1,True,,,,True,True,,,False
7_5,9,1899585,62,62,00:05.2,00:05.2,0,5,0.0,1,1,left_to_right,7,passing_option,,,51015,A. Rufer,12,LM,698137,I. Hughes,5,CB,867,Wellington P FC,-10.27,2.73,3,center,2,middle_third,False,-10.27,2.73,3,center,2,middle_third,False,8_2,62,1_0,2,coming_short,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,97.34,3,sideway_left,False,False,16.21,2,running,3.65,2.75,-0.9,20.68,20.68,30.95,30.95,0.0,31.32,31.32,0.0,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4411,2,,,,False,,,False,,,,,,,11.51,1,short,-47.92,4,sideway_right,13.34,1,short,-50.6,4,sideway_right,True,9,9,0,3,ahead,3,ahead,11.51,11.51,-17.98,11.27,2,half_space_left,1,defensive_third,False,-17.98,11.27,2,half_space_left,1,defensive_third,False,True,True,False,False,False,0.0005,0.9931,0.904,True,62,True,,,,,,,1,True,,,,True,True,,True,False
