index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1961718,23,415,00:01.3,00:40.5,0,1,39.2,1,1,1804,left_to_right,Macarthur FC,14,True,False,False,create,1,medium_block,9,-6.17,0.5,3,center,2,middle_third,False,13.61,-32.42,5,wide_right,2,middle_third,False,54.9,48.35,49.29,58.82,37.06,38.25,43.49,42.85
1,1961718,415,431,00:40.5,00:42.1,0,40,1.6,1,2,1805,right_to_left,Newcastle,1,False,False,False,create,1,medium_block,9,-14.1,32.49,1,wide_left,2,middle_third,False,-19.71,33.2,1,wide_left,1,defensive_third,False,38.25,38.01,42.61,40.58,47.97,46.43,59.06,61.58
2,1961718,431,479,00:42.1,00:46.9,0,42,4.8,1,2,1805,right_to_left,Newcastle,3,False,False,False,build_up,0,high_block,10,-20.21,33.38,1,wide_left,1,defensive_third,False,-20.85,9.77,2,half_space_left,1,defensive_third,False,38.05,36.66,40.58,46.33,46.52,39.12,61.67,63.92
3,1961718,479,558,00:46.9,00:54.8,0,46,7.9,1,2,1805,right_to_left,Newcastle,1,True,False,False,create,1,medium_block,9,-19.79,8.99,3,center,1,defensive_third,False,13.51,-32.81,5,wide_right,2,middle_third,False,36.71,49.77,46.58,61.93,39.05,44.76,63.97,57.13
4,1961718,601,1024,00:59.1,01:41.4,0,59,42.3,1,1,1804,left_to_right,Macarthur FC,13,True,False,False,create,1,medium_block,9,-21.33,30.34,1,wide_left,1,defensive_third,False,4.22,-29.73,5,wide_right,2,middle_third,False,45.95,57.38,51.61,55.27,46.04,37.83,57.95,50.28
5,1961718,1263,1273,02:05.3,02:06.3,2,5,1.0,1,2,1805,right_to_left,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-42.97,31.21,1,wide_left,1,defensive_third,False,-30.2,31.15,1,wide_left,1,defensive_third,False,29.83,29.75,25.84,27.6,25.76,25.45,67.69,66.98
6,1961718,1356,1420,02:14.6,02:21.0,2,14,6.4,1,1,1804,left_to_right,Macarthur FC,3,False,False,False,create,1,medium_block,9,24.1,-33.86,5,wide_right,3,attacking_third,False,9.28,16.65,2,half_space_left,2,middle_third,False,38.97,52.6,61.56,58.52,31.04,36.73,30.28,41.23
7,1961718,1420,1537,02:21.0,02:32.7,2,21,11.7,1,1,1804,left_to_right,Macarthur FC,4,True,False,False,finish,2,low_block,8,10.47,18.04,2,half_space_left,2,middle_third,False,35.61,15.48,2,half_space_left,3,attacking_third,False,52.74,41.63,58.55,66.97,37.06,24.02,41.15,25.66
8,1961718,1537,1615,02:32.7,02:40.5,2,32,7.8,1,2,1805,right_to_left,Newcastle,3,False,False,False,build_up,0,high_block,10,-35.83,-15.83,4,half_space_right,1,defensive_third,False,-20.62,-18.33,4,half_space_right,1,defensive_third,False,24.11,39.44,25.68,37.29,41.63,33.26,66.89,71.34
9,1961718,1615,1620,02:40.5,02:41.0,2,40,0.5,1,2,1805,right_to_left,Newcastle,0,True,False,False,create,1,medium_block,9,-19.47,-17.48,4,half_space_right,1,defensive_third,False,-16.38,-15.34,4,half_space_right,2,middle_third,False,39.21,38.22,37.05,36.04,33.2,33.17,71.22,70.57
10,1961718,1620,1632,02:41.0,02:42.2,2,41,1.2,1,1,1804,left_to_right,Macarthur FC,1,True,False,False,chaotic,5,chaotic,5,16.16,14.97,2,half_space_left,2,middle_third,False,19.02,8.42,3,center,3,attacking_third,False,33.23,34.13,70.36,67.77,37.97,36.32,35.79,32.73
11,1961718,1632,1653,02:42.2,02:44.3,2,42,2.1,1,2,1805,right_to_left,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-19.11,-8.15,3,center,1,defensive_third,False,-19.27,-7.35,3,center,1,defensive_third,False,36.25,37.51,32.47,33.01,34.23,34.07,67.5,61.82
12,1961718,1653,1682,02:44.3,02:47.2,2,44,2.9,1,1,1804,left_to_right,Macarthur FC,1,False,False,False,finish,2,low_block,8,18.77,7.75,3,center,3,attacking_third,False,5.82,20.56,1,wide_left,2,middle_third,False,34.07,34.97,61.57,55.94,37.75,40.34,33.21,39.98
13,1961718,1682,1807,02:47.2,02:59.7,2,47,12.5,1,1,1804,left_to_right,Macarthur FC,6,True,False,False,create,1,medium_block,9,5.47,21.1,1,wide_left,2,middle_third,False,32.97,26.75,1,wide_left,3,attacking_third,False,35.34,51.52,55.72,63.91,40.2,36.12,40.04,38.49
14,1961718,1807,1866,02:59.7,03:05.6,2,59,5.9,1,2,1805,right_to_left,Newcastle,2,False,False,False,build_up,0,high_block,10,-34.07,-26.79,5,wide_right,1,defensive_third,False,-46.0,-16.16,4,half_space_right,1,defensive_third,False,35.75,33.4,38.55,37.32,51.23,29.19,64.55,76.18
15,1961718,1866,1896,03:05.6,03:08.6,3,5,3.0,1,2,1805,right_to_left,Newcastle,1,True,False,False,direct,6,defending_direct,15,-44.95,-16.29,4,half_space_right,1,defensive_third,False,-7.35,-15.02,4,half_space_right,2,middle_third,False,33.43,31.19,37.33,38.35,29.0,27.23,76.03,71.58
16,1961718,1896,1915,03:08.6,03:10.5,3,8,1.9,1,1,1804,left_to_right,Macarthur FC,1,True,False,False,chaotic,5,chaotic,5,7.14,15.19,2,half_space_left,2,middle_third,False,16.76,21.43,1,wide_left,2,middle_third,False,27.42,27.71,71.47,69.36,31.08,30.61,38.42,39.87
17,1961718,1915,2012,03:10.5,03:20.2,3,10,9.7,1,2,1805,right_to_left,Newcastle,3,True,False,False,create,1,medium_block,9,-16.87,-21.65,5,wide_right,2,middle_third,False,-8.03,-24.38,5,wide_right,2,middle_third,False,30.96,35.42,39.98,48.74,27.6,36.6,69.24,56.37
18,1961718,2012,2145,03:20.2,03:33.5,3,20,13.3,1,1,1804,left_to_right,Macarthur FC,5,False,False,False,create,1,medium_block,9,7.6,24.51,1,wide_left,2,middle_third,False,18.69,-31.2,5,wide_right,3,attacking_third,False,36.73,57.74,56.3,57.43,35.37,43.05,48.74,42.14
19,1961718,2145,2208,03:33.5,03:39.8,3,33,6.3,1,1,1804,left_to_right,Macarthur FC,3,False,False,False,finish,2,low_block,8,18.74,-31.22,5,wide_right,3,attacking_third,False,-15.83,26.99,1,wide_left,2,middle_third,False,57.63,36.44,57.5,37.68,43.0,46.59,41.99,65.83
20,1961718,2208,2209,03:39.8,03:39.9,3,39,0.1,1,1,1804,left_to_right,Macarthur FC,1,True,False,False,chaotic,5,chaotic,5,15.17,-26.6,5,wide_right,2,middle_third,False,15.17,-26.6,5,wide_right,2,middle_third,False,46.48,46.48,65.59,65.59,36.3,36.3,37.46,37.46
21,1961718,2209,2214,03:39.9,03:40.4,3,39,0.5,1,2,1805,right_to_left,Newcastle,1,False,False,False,create,1,medium_block,9,-15.02,26.12,1,wide_left,2,middle_third,False,-19.34,22.34,1,wide_left,1,defensive_third,False,36.16,35.56,37.25,36.56,46.39,45.89,65.32,64.35
22,1961718,2214,2326,03:40.4,03:51.6,3,40,11.2,1,2,1805,right_to_left,Newcastle,4,False,False,False,build_up,0,high_block,10,-20.58,21.22,1,wide_left,1,defensive_third,False,-20.01,26.73,1,wide_left,1,defensive_third,False,35.39,54.22,36.45,51.68,45.74,44.25,64.16,66.31
23,1961718,2326,2329,03:51.6,03:51.9,3,51,0.3,1,2,1805,right_to_left,Newcastle,0,False,False,False,create,1,medium_block,9,-19.53,26.44,1,wide_left,1,defensive_third,False,-19.06,26.23,1,wide_left,1,defensive_third,False,54.21,54.13,51.65,51.58,44.16,43.95,66.22,66.01
24,1961718,2459,2474,04:04.9,04:06.4,4,4,1.5,1,2,1805,right_to_left,Newcastle,2,True,False,False,chaotic,5,chaotic,5,-18.11,31.8,1,wide_left,1,defensive_third,False,-17.29,30.71,1,wide_left,2,middle_third,False,48.31,47.59,46.51,44.63,33.85,33.63,60.64,60.78
