index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1954206,73,102,00:06.3,00:09.2,0,6,2.9,1,2,2380,right_to_left,Melbourne City,2,False,False,False,chaotic,5,chaotic,5,-13.18,0.63,3,center,2,middle_third,False,-14.09,-15.28,4,half_space_right,2,middle_third,False,55.37,51.8,48.13,51.46,37.14,33.32,50.42,52.42
1,1954206,102,137,00:09.2,00:12.7,0,9,3.5,1,2,2380,right_to_left,Melbourne City,2,True,False,False,direct,6,defending_direct,15,-13.68,-15.16,4,half_space_right,2,middle_third,False,25.26,-23.66,5,wide_right,3,attacking_third,False,51.68,38.75,51.48,60.75,33.3,32.26,52.29,47.9
2,1954206,137,174,00:12.7,00:16.4,0,12,3.7,1,1,1803,left_to_right,Western United,2,True,False,False,chaotic,5,chaotic,5,-25.62,23.44,1,wide_left,1,defensive_third,False,-11.3,14.7,2,half_space_left,2,middle_third,False,32.15,34.68,47.71,42.41,38.19,33.18,60.93,52.51
3,1954206,174,328,00:16.4,00:31.8,0,16,15.4,1,2,2380,right_to_left,Melbourne City,7,False,False,False,finish,2,low_block,8,11.41,-14.13,4,half_space_right,2,middle_third,False,5.76,26.98,1,wide_left,2,middle_third,False,33.26,45.56,52.37,50.7,34.71,33.37,42.21,31.41
4,1954206,328,429,00:31.8,00:41.9,0,31,10.1,1,2,2380,right_to_left,Melbourne City,3,False,False,False,create,1,medium_block,9,4.9,26.65,1,wide_left,2,middle_third,False,-19.97,-17.56,4,half_space_right,1,defensive_third,False,45.92,61.75,50.5,45.39,33.33,42.87,31.47,52.48
5,1954206,429,488,00:41.9,00:47.8,0,41,5.9,1,2,2380,right_to_left,Melbourne City,2,False,False,False,build_up,0,high_block,10,-21.19,-16.39,4,half_space_right,1,defensive_third,False,-21.86,-23.96,5,wide_right,1,defensive_third,False,61.68,64.91,45.4,48.39,42.83,41.69,52.72,65.07
6,1954206,488,501,00:47.8,00:49.1,0,47,1.3,1,2,2380,right_to_left,Melbourne City,0,True,False,False,create,1,medium_block,9,-19.24,-23.37,5,wide_right,1,defensive_third,False,2.55,-14.68,4,half_space_right,2,middle_third,False,64.79,60.88,48.65,51.06,41.69,40.14,64.99,63.03
7,1954206,501,534,00:49.1,00:52.4,0,49,3.3,1,1,1803,left_to_right,Western United,1,True,False,False,chaotic,5,chaotic,5,-2.24,14.49,2,half_space_left,2,middle_third,False,21.15,16.27,2,half_space_left,3,attacking_third,False,39.92,35.12,62.83,57.47,60.32,48.82,51.21,47.86
8,1954206,534,544,00:52.4,00:53.4,0,52,1.0,1,2,2380,right_to_left,Melbourne City,1,True,False,False,chaotic,5,chaotic,5,-20.81,-16.53,4,half_space_right,1,defensive_third,False,-5.87,-22.09,5,wide_right,2,middle_third,False,48.81,48.86,47.69,47.5,35.03,34.25,57.39,56.22
9,1954206,628,649,01:01.8,01:03.9,1,1,2.1,1,1,1803,left_to_right,Western United,1,False,False,False,create,1,medium_block,9,-11.24,35.08,1,wide_left,2,middle_third,False,-19.71,30.01,1,wide_left,1,defensive_third,False,44.17,46.41,51.42,49.4,34.34,35.71,50.27,56.42
10,1954206,649,738,01:03.9,01:12.8,1,3,8.9,1,1,1803,left_to_right,Western United,3,False,False,False,build_up,0,high_block,10,-20.51,29.59,1,wide_left,1,defensive_third,False,-20.58,-17.39,4,half_space_right,1,defensive_third,False,46.51,57.45,49.25,47.91,35.74,33.69,56.98,70.58
11,1954206,738,831,01:12.8,01:22.1,1,12,9.3,1,1,1803,left_to_right,Western United,3,True,False,False,create,1,medium_block,9,-19.05,-16.5,4,half_space_right,1,defensive_third,False,6.3,2.1,3,center,2,middle_third,False,57.18,52.45,47.77,54.56,33.39,42.04,70.06,58.79
12,1954206,1059,1086,01:44.9,01:47.6,1,44,2.7,1,2,2380,right_to_left,Melbourne City,1,True,False,False,chaotic,5,chaotic,5,-23.18,34.39,1,wide_left,1,defensive_third,False,-7.02,23.83,1,wide_left,2,middle_third,False,33.35,30.2,42.58,42.68,27.54,25.66,54.88,52.89
13,1954206,1086,1117,01:47.6,01:50.7,1,47,3.1,1,1,1803,left_to_right,Western United,3,False,False,False,create,1,medium_block,9,7.47,-23.39,5,wide_right,2,middle_third,False,22.67,-22.35,5,wide_right,3,attacking_third,False,25.69,27.32,52.74,54.77,30.11,25.12,42.86,49.11
14,1954206,1117,1157,01:50.7,01:54.7,1,50,4.0,1,1,1803,left_to_right,Western United,2,False,False,False,finish,2,low_block,8,22.89,-22.43,5,wide_right,3,attacking_third,False,17.08,-27.15,5,wide_right,2,middle_third,False,27.43,35.37,55.09,59.01,25.03,31.31,49.27,45.69
