event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_0,0,2017461,2523,2539,00:01.3,00:02.9,0,1,1.6,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,11117,Z. Machach,15,AM,51013,B. Hamill,6,RCB,868,Melbourne V FC,4.51,17.39,2,half_space_left,2,middle_third,False,13.35,18.04,2,half_space_left,2,middle_third,False,8_1,2526,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,8.88,4.21,1,forward,False,False,21.51,3,hsr,3.16,6.25,3.09,19.55,21.25,15.04,7.9,-7.14,32.95,31.25,-1.7,False,True,3,ahead,3,ahead,28.75,36.92,-19.96,2.3,3,center,1,defensive_third,False,-18.81,-0.09,3,center,1,defensive_third,False,True,False,,False,True,0.0072,0.5483,0.6725,True,False,2,False,,,,False,4,7,3,True,True,
1_1,1,2017461,2529,2544,00:01.9,00:03.4,0,1,1.5,1,1,left_to_right,1,off_ball_run,2,coming_short,159688,J. Valadon,9,LDM,51013,B. Hamill,6,RCB,868,Melbourne V FC,-8.85,4.2,3,center,2,middle_third,False,-12.1,-2.73,3,center,2,middle_third,False,8_1,2526,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,7.3,-115.13,4,sideway_right,False,False,18.25,2,running,1.55,2.75,1.2,19.67,22.74,28.52,34.84,6.32,32.83,29.76,-3.07,False,True,3,ahead,3,ahead,11.26,6.72,-19.76,1.43,3,center,1,defensive_third,False,-18.43,-0.46,3,center,1,defensive_third,False,False,False,,False,False,0.0005,0.9861,0.8761,True,True,2,False,,,,True,8,10,2,True,True,
1_2,2,2017461,2541,2550,00:03.1,00:04.0,0,3,0.9,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,50955,N. Velupillay,16,LW,51013,B. Hamill,6,RCB,868,Melbourne V FC,14.34,31.08,1,wide_left,2,middle_third,False,18.18,29.73,1,wide_left,3,attacking_third,False,8_1,2526,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,3.56,-19.37,1,forward,False,False,18.16,2,running,13.02,12.11,-0.91,21.73,25.78,7.39,7.6,0.21,30.77,26.72,-4.05,False,False,3,ahead,3,ahead,45.49,47.04,-18.59,-0.3,3,center,1,defensive_third,False,-17.98,-0.36,3,center,1,defensive_third,False,False,False,,False,True,0.004,0.6309,0.6687,True,True,2,False,,,,True,4,4,0,True,True,
1_3,3,2017461,2629,2661,00:11.9,00:15.1,0,11,3.2,1,1,left_to_right,1,off_ball_run,9,support,11117,Z. Machach,15,AM,50955,N. Velupillay,16,LW,868,Melbourne V FC,26.47,26.78,1,wide_left,3,attacking_third,False,40.45,13.47,2,half_space_left,3,attacking_third,True,8_5,2637,3,drawing,0,0,3,2,finish,8,low_block,False,False,19.73,-43.59,1,forward,False,True,21.95,3,hsr,1.48,4.65,3.17,36.67,46.96,10.2,6.51,-3.69,15.83,5.54,-10.29,True,True,2,same_line,1,behind,6.11,8.52,28.76,32.44,1,wide_left,3,attacking_third,False,46.74,19.22,2,half_space_left,3,attacking_third,True,False,False,,True,True,0.0519,0.2107,0.9364,True,True,2,False,,,,True,8,6,-2,True,True,
1_4,4,2017461,2635,2658,00:12.5,00:14.8,0,12,2.3,1,1,left_to_right,1,off_ball_run,3,cross_receiver,11885,D. Arzani,17,RW,50955,N. Velupillay,16,LW,868,Melbourne V FC,26.92,2.09,3,center,3,attacking_third,False,38.6,7.52,3,center,3,attacking_third,True,8_5,2637,3,drawing,0,0,3,2,finish,8,low_block,False,False,12.59,24.93,1,forward,False,False,20.13,3,hsr,1.37,0.86,-0.51,38.56,46.09,11.64,7.49,-4.15,13.94,6.41,-7.53,True,True,1,behind,1,behind,29.54,14.69,32.48,31.1,1,wide_left,3,attacking_third,False,45.3,20.59,1,wide_left,3,attacking_third,False,False,False,,True,True,0.0403,0.4421,0.8486,True,False,2,False,,,,False,8,8,0,True,True,
1_5,5,2017461,2636,2660,00:12.6,00:15.0,0,12,2.4,1,1,left_to_right,1,off_ball_run,3,cross_receiver,29075,N. Vergos,19,CF,50955,N. Velupillay,16,LW,868,Melbourne V FC,35.84,3.45,3,center,3,attacking_third,False,46.16,-2.24,3,center,3,attacking_third,True,8_5,2637,3,drawing,0,0,3,2,finish,8,low_block,False,False,11.8,-28.87,1,forward,False,False,17.58,2,running,2.41,1.01,-1.4,38.92,46.67,3.08,0.51,-2.57,13.58,5.83,-7.75,True,False,2,same_line,2,same_line,27.45,21.91,33.15,30.77,1,wide_left,3,attacking_third,False,46.26,19.67,2,half_space_left,3,attacking_third,True,False,False,,True,True,0.1566,0.3302,0.6392,True,True,2,False,,,,True,1,3,2,True,True,
1_6,6,2017461,3217,3255,01:10.7,01:14.5,1,10,3.8,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,11117,Z. Machach,15,AM,11885,D. Arzani,17,RW,868,Melbourne V FC,15.49,12.64,2,half_space_left,2,middle_third,False,31.95,14.76,2,half_space_left,3,attacking_third,False,8_17,3234,3,drawing,0,0,12,5,chaotic,5,chaotic,False,False,18.0,7.34,1,forward,False,False,16.99,2,running,3.49,2.91,-0.58,24.73,35.98,9.24,4.03,-5.21,27.77,16.52,-11.25,True,True,2,same_line,2,same_line,16.56,6.04,13.78,29.11,1,wide_left,2,middle_third,False,29.28,20.18,1,wide_left,3,attacking_third,False,False,False,,True,False,0.0231,0.7947,0.8781,True,True,2,False,,,,True,4,5,1,True,True,
1_7,7,2017461,3223,3249,01:11.3,01:13.9,1,11,2.6,1,1,left_to_right,1,off_ball_run,9,support,811820,K. Bos,2,LB,11885,D. Arzani,17,RW,868,Melbourne V FC,11.9,19.72,2,half_space_left,2,middle_third,False,22.55,24.91,1,wide_left,3,attacking_third,False,8_17,3234,3,drawing,0,0,12,5,chaotic,5,chaotic,False,False,12.34,25.98,1,forward,True,False,17.01,2,running,2.39,4.48,2.09,25.86,33.87,13.96,11.32,-2.64,26.64,18.63,-8.01,True,False,1,behind,1,behind,9.33,4.97,15.19,28.45,1,wide_left,2,middle_third,False,27.16,23.05,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0077,0.7839,0.7369,True,True,2,False,,,,True,8,8,0,True,True,
1_8,8,2017461,3236,3250,01:12.6,01:14.0,1,12,1.4,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,50955,N. Velupillay,16,LW,11885,D. Arzani,17,RW,868,Melbourne V FC,23.95,18.77,2,half_space_left,3,attacking_third,False,30.42,18.86,2,half_space_left,3,attacking_third,False,8_17,3234,3,drawing,0,0,12,5,chaotic,5,chaotic,False,False,6.54,0.8,1,forward,False,False,17.09,2,running,4.04,2.99,-1.06,29.04,34.25,5.09,3.83,-1.26,23.46,18.25,-5.21,True,True,3,ahead,2,same_line,8.12,4.73,20.52,26.13,1,wide_left,3,attacking_third,False,27.59,22.65,1,wide_left,3,attacking_third,False,False,False,,True,False,0.0206,0.8513,0.95,True,True,2,False,,,,True,4,4,0,True,True,
1_9,9,2017461,3280,3334,01:17.0,01:22.4,1,17,5.4,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,582974,M. Francois,16,LW,38673,G. May,19,CF,4177,Auckland FC,-26.83,2.96,3,center,1,defensive_third,False,6.49,15.01,2,half_space_left,2,middle_third,False,8_19,3299,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,35.7,19.88,1,forward,False,False,23.69,3,hsr,4.54,6.29,1.75,-4.36,12.24,22.47,5.75,-16.72,56.86,40.26,-16.6,False,False,1,behind,3,ahead,17.22,14.35,-18.01,-11.83,4,half_space_right,1,defensive_third,False,1.41,1.59,3,center,2,middle_third,False,True,True,True,False,False,0.007,0.8883,0.9606,True,True,1,False,,,,True,3,6,3,True,True,True
1_10,10,2017461,3283,3322,01:17.3,01:21.2,1,17,3.9,1,2,right_to_left,1,off_ball_run,1,behind,624628,J. Randall,19,CF,38673,G. May,19,CF,4177,Auckland FC,-14.6,-2.49,3,center,2,middle_third,False,8.63,8.16,3,center,2,middle_third,False,8_19,3299,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,25.12,24.63,1,forward,False,False,23.69,3,hsr,2.49,5.01,2.52,-4.15,6.71,10.45,-1.92,-12.37,56.65,45.79,-10.86,True,False,2,same_line,3,ahead,9.4,14.84,-17.28,-11.5,4,half_space_right,2,middle_third,False,-4.73,1.7,3,center,2,middle_third,False,False,False,,True,True,0.0263,0.4154,0.9443,True,True,1,False,True,True,False,True,0,2,2,True,True,
1_11,11,2017461,3323,3378,01:21.3,01:26.8,1,21,5.5,1,2,right_to_left,1,off_ball_run,10,underlap,133498,F. De Vries,2,LB,582974,M. Francois,16,LW,4177,Auckland FC,-15.99,13.93,2,half_space_left,2,middle_third,False,25.72,21.64,1,wide_left,3,attacking_third,False,8_20,3334,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,41.88,10.47,1,forward,False,False,27.87,4,sprinting,17.22,1.71,-15.51,7.22,29.75,23.21,4.03,-19.18,45.28,22.75,-22.53,False,True,1,behind,3,ahead,15.86,11.19,-0.21,12.37,2,half_space_left,2,middle_third,False,22.33,32.3,1,wide_left,3,attacking_third,False,False,False,,False,True,0.0134,0.5189,0.949,True,True,1,False,,,,True,2,7,5,True,True,
1_12,12,2017461,3362,3388,01:25.2,01:27.8,1,25,2.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,624628,J. Randall,19,CF,582974,M. Francois,16,LW,4177,Auckland FC,20.61,21.79,1,wide_left,3,attacking_third,False,35.15,29.13,1,wide_left,3,attacking_third,False,8_20,3334,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,16.41,26.79,1,forward,False,False,22.65,3,hsr,2.16,7.24,5.08,22.63,35.5,2.02,0.35,-1.67,29.87,17.0,-12.87,True,False,3,ahead,3,ahead,10.4,8.56,14.54,30.23,1,wide_left,2,middle_third,False,26.66,30.22,1,wide_left,3,attacking_third,False,True,True,True,False,False,0.0066,0.7429,0.98,True,True,1,False,,,,True,1,3,2,True,True,True
1_13,13,2017461,3379,3417,01:26.9,01:30.7,1,26,3.8,1,2,right_to_left,1,off_ball_run,3,cross_receiver,38673,G. May,19,CF,624628,J. Randall,19,CF,4177,Auckland FC,23.29,-0.21,3,center,3,attacking_third,False,44.26,-0.43,3,center,3,attacking_third,True,8_21,3388,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,21.12,-0.6,1,forward,False,False,19.47,2,running,4.75,1.63,-3.11,30.27,48.9,6.98,4.64,-2.34,22.23,3.6,-18.63,True,True,1,behind,1,behind,27.36,21.9,29.29,26.48,1,wide_left,3,attacking_third,False,50.02,20.7,1,wide_left,3,attacking_third,False,False,False,,True,True,0.0799,0.2549,0.7375,True,False,2,False,,,,False,4,6,2,True,True,
1_14,14,2017461,3379,3417,01:26.9,01:30.7,1,26,3.8,1,2,right_to_left,1,off_ball_run,3,cross_receiver,133498,F. De Vries,2,LB,624628,J. Randall,19,CF,4177,Auckland FC,26.42,21.6,1,wide_left,3,attacking_third,False,45.15,7.81,3,center,3,attacking_third,True,8_21,3388,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,24.51,-36.36,1,forward,False,True,23.18,3,hsr,1.82,1.94,0.11,30.27,48.9,3.85,3.75,-0.1,22.23,3.6,-18.63,True,True,2,same_line,1,behind,5.66,13.78,29.29,26.48,1,wide_left,3,attacking_third,False,50.02,20.7,1,wide_left,3,attacking_third,False,False,False,,True,True,0.1168,0.2227,0.8341,True,True,2,False,,,,True,3,2,-1,True,True,
1_15,15,2017461,3379,3417,01:26.9,01:30.7,1,26,3.8,1,2,right_to_left,1,off_ball_run,9,support,582974,M. Francois,16,LW,624628,J. Randall,19,CF,4177,Auckland FC,22.8,32.21,1,wide_left,3,attacking_third,False,36.7,18.31,2,half_space_left,3,attacking_third,True,8_21,3388,3,drawing,0,0,13,4,transition,11,defending_transition,False,False,20.03,-45.0,1,forward,False,True,18.95,2,running,2.84,3.78,0.94,30.27,48.9,7.47,12.2,4.73,22.23,3.6,-18.63,False,True,1,behind,1,behind,8.66,13.53,29.29,26.48,1,wide_left,3,attacking_third,False,50.02,20.7,1,wide_left,3,attacking_third,False,False,False,,True,True,0.0262,0.2359,0.625,True,False,2,False,,,,False,7,6,-1,True,True,
1_16,16,2017461,3811,3826,02:10.1,02:11.6,2,10,1.5,1,1,left_to_right,1,off_ball_run,7,pulling_wide,11885,D. Arzani,17,RW,800322,J. Inserra,8,RB,868,Melbourne V FC,-5.03,-15.99,4,half_space_right,2,middle_third,False,-3.82,-24.52,5,wide_right,2,middle_third,False,8_28,3817,3,drawing,0,0,17,0,build_up,10,high_block,False,False,8.19,-81.93,4,sideway_right,True,False,18.88,2,running,2.81,1.97,-0.84,7.6,8.66,12.63,12.48,-0.15,44.9,43.84,-1.06,True,False,3,ahead,3,ahead,16.19,16.09,-19.45,-23.34,5,wide_right,1,defensive_third,False,-19.88,-25.42,5,wide_right,1,defensive_third,False,False,False,,False,False,0.0008,0.6676,0.816,True,True,0,False,,,,True,6,6,0,True,True,
