index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
0,1996434,77,118,00:06.7,00:10.8,0,6,4.1,1,2,1805,right_to_left,Newcastle,2,False,False,False,create,1,medium_block,9,-0.57,-0.07,3,center,2,middle_third,False,-19.39,-4.32,3,center,1,defensive_third,False,59.53,59.55,41.67,52.77,39.82,39.6,41.42,56.76
1,1996434,118,161,00:10.8,00:15.1,0,10,4.3,1,2,1805,right_to_left,Newcastle,2,False,False,False,build_up,0,high_block,10,-20.41,-3.5,3,center,1,defensive_third,False,-20.01,24.24,1,wide_left,1,defensive_third,False,59.58,62.52,52.68,54.28,39.46,36.59,56.97,60.89
2,1996434,161,168,00:15.1,00:15.8,0,15,0.7,1,2,1805,right_to_left,Newcastle,1,False,False,False,create,1,medium_block,9,-19.75,24.57,1,wide_left,1,defensive_third,False,-18.41,26.91,1,wide_left,1,defensive_third,False,62.53,62.37,54.39,55.21,36.63,36.99,61.1,61.81
3,1996434,168,197,00:15.8,00:18.7,0,15,2.9,1,2,1805,right_to_left,Newcastle,1,True,False,False,direct,6,defending_direct,15,-17.38,26.98,1,wide_left,2,middle_third,False,23.21,15.2,2,half_space_left,3,attacking_third,False,62.26,51.23,55.4,66.88,37.03,35.13,61.85,60.72
4,1996434,197,251,00:18.7,00:24.1,0,18,5.4,1,1,870,left_to_right,CC Mariners,2,False,False,False,chaotic,5,chaotic,5,-23.87,-14.94,4,half_space_right,1,defensive_third,False,-23.86,-10.33,4,half_space_right,1,defensive_third,False,35.09,40.66,60.74,48.61,50.77,32.49,67.21,56.85
5,1996434,360,370,00:35.0,00:36.0,0,35,1.0,1,1,870,left_to_right,CC Mariners,1,True,False,False,direct,6,defending_direct,15,-16.3,2.29,3,center,2,middle_third,False,-2.27,14.67,2,half_space_left,2,middle_third,False,54.09,54.31,49.32,50.51,32.42,34.86,52.29,51.34
6,1996434,432,495,00:42.2,00:48.5,0,42,6.3,1,2,1805,right_to_left,Newcastle,3,True,False,False,build_up,0,high_block,10,-32.17,-34.66,5,wide_right,1,defensive_third,False,-23.21,-30.04,5,wide_right,1,defensive_third,False,49.25,47.19,51.2,47.74,44.06,27.18,64.45,65.29
7,1996434,495,520,00:48.5,00:51.0,0,48,2.5,1,1,870,left_to_right,CC Mariners,1,True,False,False,chaotic,5,chaotic,5,23.24,30.32,1,wide_left,3,attacking_third,False,27.67,31.76,1,wide_left,3,attacking_third,False,27.23,28.39,65.14,62.89,46.99,39.69,47.62,46.14
8,1996434,520,539,00:51.0,00:52.9,0,51,1.9,1,2,1805,right_to_left,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-27.54,-31.83,5,wide_right,1,defensive_third,False,-21.37,-31.25,5,wide_right,1,defensive_third,False,39.46,36.13,46.16,45.41,28.58,30.27,62.83,61.44
9,1996434,539,570,00:52.9,00:56.0,0,52,3.1,1,1,870,left_to_right,CC Mariners,1,False,False,True,finish,2,low_block,8,20.33,30.73,1,wide_left,3,attacking_third,False,5.24,16.44,2,half_space_left,2,middle_third,False,30.25,28.37,61.28,56.81,36.06,29.54,45.38,46.63
