event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,high_pass,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_passing_options,passing_option_at_pass_moment,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched,fully_extrapolated
7_0,0,2017382,6543,6553,00:02.3,00:03.3,0,2,1.0,1,2,right_to_left,7,passing_option,114464,G. Ferreyra,6,RCB,50992,K. Trewin,4,LCB,2380,Melbourne City,-16.61,-10.01,4,half_space_right,2,middle_third,False,-14.34,-10.78,4,half_space_right,2,middle_third,False,8_1,6543,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,2.4,-18.74,1,forward,False,False,8.71,1,jogging,11.85,9.38,-2.46,19.44,20.31,36.05,34.65,-1.4,33.06,32.19,-0.87,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,17.83,2,medium,-78.32,4,sideway_right,,,,,,,True,10,10,0,3,ahead,3,ahead,17.8,17.63,-20.04,7.46,3,center,1,defensive_third,False,-19.81,5.98,3,center,1,defensive_third,False,False,False,,False,False,0.0002,0.9965,0.954,True,6544,True,3,True,True,True,,False
7_1,1,2017382,6544,6555,00:02.4,00:03.5,0,2,1.1,1,2,right_to_left,7,passing_option,51051,C. Talbot,8,RB,50992,K. Trewin,4,LCB,2380,Melbourne City,-9.91,-25.01,5,wide_right,2,middle_third,False,-7.69,-25.43,5,wide_right,2,middle_third,False,8_1,6543,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,1.97,-10.71,1,forward,False,False,7.51,1,jogging,19.65,18.43,-1.22,19.41,20.79,29.32,28.48,-0.84,33.09,31.71,-1.38,False,False,,True,442.0,3,True,2,around,False,,,False,,,1,first,2,around,33.46,3,long,-69.86,4,sideway_right,,,,,,,True,10,8,2,3,ahead,3,ahead,33.93,33.3,-20.05,7.37,3,center,1,defensive_third,False,-19.62,5.66,3,center,1,defensive_third,False,False,False,,False,False,0.0003,0.7937,0.8472,True,6553,True,3,True,True,True,,False
7_2,2,2017382,6545,6555,00:02.5,00:03.5,0,2,1.0,1,2,right_to_left,7,passing_option,22937,Y. Cohen,17,RW,50992,K. Trewin,4,LCB,2380,Melbourne City,8.08,-29.76,5,wide_right,2,middle_third,False,13.1,-29.52,5,wide_right,2,middle_third,False,8_1,6543,1_0,8,run_ahead_of_the_ball,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,5.03,2.74,1,forward,False,False,18.09,2,running,8.15,8.03,-0.12,19.4,20.79,11.32,7.69,-3.63,33.1,31.71,-1.39,False,False,,True,442.0,3,True,1,through,True,2,around,False,,,2,second_last,2,around,48.04,3,long,-47.07,4,sideway_right,,,,,,,True,10,5,5,3,ahead,3,ahead,46.51,48.04,-20.06,7.27,3,center,1,defensive_third,False,-19.62,5.66,3,center,1,defensive_third,False,False,False,,False,True,0.0017,0.6447,0.9737,True,6555,True,3,True,True,True,,False
7_3,3,2017382,6553,6555,00:03.3,00:03.5,0,3,0.2,1,2,right_to_left,7,passing_option,159945,M. Caputo,19,CF,50992,K. Trewin,4,LCB,2380,Melbourne City,16.62,-8.92,3,center,2,middle_third,False,17.01,-9.26,4,half_space_right,2,middle_third,False,8_1,6543,,,,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,0.96,-46.33,4,sideway_right,True,False,,,,4.01,1.04,-2.96,20.31,20.79,3.69,3.78,0.09,32.19,31.71,-0.48,True,True,True,True,442.0,3,True,1,through,True,1,through,False,,,2,second_last,1,through,39.55,3,long,-22.16,1,forward,30.7,3,long,-21.22,1,forward,True,10,4,6,3,ahead,3,ahead,39.36,39.55,-19.81,5.98,3,center,1,defensive_third,False,-19.62,5.66,3,center,1,defensive_third,False,True,True,False,False,True,0.005,0.6365,0.812,True,6555,False,3,True,True,True,True,True
7_4,4,2017382,6616,6627,00:09.6,00:10.7,0,9,1.1,1,1,left_to_right,7,passing_option,795520,T. Russell,8,RB,795527,M. Grimaldi,17,RW,1803,Western United,-30.59,-13.61,4,half_space_right,1,defensive_third,False,-29.65,-18.73,4,half_space_right,1,defensive_third,False,8_3,6616,1_1,9,support,3,drawing,0,0,2,5,chaotic,5,chaotic,False,False,4.72,-79.6,4,sideway_right,False,False,17.02,2,running,2.68,6.7,4.03,3.31,3.31,33.9,32.96,-0.94,49.19,49.19,0.0,False,False,,False,,,,,,,,,,,,,,,,7.94,1,short,168.38,2,backward,,,,,,,False,7,8,-1,1,behind,1,behind,7.94,8.22,-22.81,-15.21,4,half_space_right,1,defensive_third,False,-21.44,-19.17,4,half_space_right,1,defensive_third,False,False,False,,False,False,0.0002,0.7878,0.7386,True,6616,True,0,False,True,True,,False
7_5,5,2017382,6629,6629,00:10.9,00:10.9,0,10,0.0,1,2,right_to_left,7,passing_option,11891,A. Behich,2,LB,159941,M. Tilio,16,LW,2380,Melbourne City,3.98,20.94,1,wide_left,2,middle_third,False,3.98,20.94,1,wide_left,2,middle_third,False,8_4,6629,,,,3,drawing,0,0,3,5,chaotic,5,chaotic,False,False,0.0,128.84,3,sideway_left,False,False,14.7,1,jogging,15.62,15.62,0.0,35.01,35.01,31.03,31.03,0.0,17.49,17.49,0.0,False,False,,False,,,,,,,,,,,,,,,,18.18,2,medium,178.96,2,backward,,,,,,,False,6,9,-3,1,behind,1,behind,18.18,18.18,22.16,20.61,1,wide_left,3,attacking_third,False,22.16,20.61,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0008,0.9851,0.673,True,6629,True,1,True,True,True,,False
7_6,6,2017382,6629,6629,00:10.9,00:10.9,0,10,0.0,1,2,right_to_left,7,passing_option,26095,A. Kuen,15,AM,159941,M. Tilio,16,LW,2380,Melbourne City,20.3,20.32,1,wide_left,3,attacking_third,False,20.3,20.32,1,wide_left,3,attacking_third,False,8_4,6629,,,,3,drawing,0,0,3,5,chaotic,5,chaotic,False,False,0.0,83.9,3,sideway_left,False,False,22.35,3,hsr,0.91,0.96,0.05,35.01,35.01,14.71,14.71,0.0,17.49,17.49,0.0,False,False,False,False,,,,,,,,,,,,,,,,1.88,1,short,-171.14,2,backward,1.82,1,short,-118.26,4,sideway_right,False,6,7,-1,2,same_line,2,same_line,1.88,1.88,22.16,20.61,1,wide_left,3,attacking_third,False,22.16,20.61,1,wide_left,3,attacking_third,False,True,True,False,False,False,0.0039,0.8393,0.8914,True,6629,True,1,True,True,True,True,False
7_7,7,2017382,6778,6793,00:25.8,00:27.3,0,25,1.5,1,1,left_to_right,7,passing_option,26844,R. Danzaki,16,LW,560917,R. Bozinovski,14,RM,1803,Western United,13.45,2.65,3,center,2,middle_third,False,16.93,8.2,3,center,2,middle_third,False,8_6,6778,1_2,8,run_ahead_of_the_ball,3,drawing,0,0,6,5,chaotic,5,chaotic,False,False,6.16,57.91,3,sideway_left,False,False,15.8,2,running,10.73,8.88,-1.85,18.86,21.24,5.41,4.31,-1.1,33.64,31.26,-2.38,False,False,,True,442.0,3,False,,,True,2,around,False,,,2,second_last,2,around,18.81,2,medium,58.13,3,sideway_left,,,,,,,True,8,4,4,3,ahead,3,ahead,21.93,18.81,5.55,-17.81,4,half_space_right,2,middle_third,False,7.0,-7.77,3,center,2,middle_third,False,True,False,,False,False,0.0191,0.796,0.9752,True,6793,True,1,True,True,True,,False
7_8,8,2017382,6782,6793,00:26.2,00:27.3,0,26,1.1,1,1,left_to_right,7,passing_option,23922,B. Garuccio,2,LB,560917,R. Bozinovski,14,RM,1803,Western United,-1.96,-2.07,3,center,2,middle_third,False,1.36,1.96,3,center,2,middle_third,False,8_6,6778,1_3,9,support,3,drawing,0,0,6,5,chaotic,5,chaotic,False,False,4.73,50.52,3,sideway_left,False,False,17.2,2,running,5.73,9.92,4.2,19.21,21.24,21.17,19.88,-1.29,33.29,31.26,-2.03,False,False,,True,442.0,3,False,,,False,,,False,,,,,,,11.53,1,short,121.06,3,sideway_left,,,,,,,False,7,9,-2,1,behind,1,behind,15.61,11.25,6.44,-15.23,4,half_space_right,2,middle_third,False,7.0,-7.77,3,center,2,middle_third,False,False,False,,False,False,0.0043,0.9582,0.9638,True,6792,True,1,True,True,True,,False
7_9,9,2017382,6837,6861,00:31.7,00:34.1,0,31,2.4,1,1,left_to_right,7,passing_option,26844,R. Danzaki,16,LW,23922,B. Garuccio,2,LB,1803,Western United,26.14,23.39,1,wide_left,3,attacking_third,False,31.02,20.7,1,wide_left,3,attacking_third,False,8_8,6837,1_4,7,pulling_wide,3,drawing,0,0,8,5,chaotic,5,chaotic,False,False,7.9,-28.86,1,forward,False,False,11.94,1,jogging,2.69,2.19,-0.51,29.82,39.83,3.68,8.81,5.13,22.68,12.67,-10.01,False,True,,True,442.0,3,False,,,True,2,around,True,2,around,3,last,2,around,8.33,1,short,-21.48,1,forward,,,,,,,True,6,4,2,3,ahead,3,ahead,11.5,7.31,14.7,24.58,1,wide_left,2,middle_third,False,27.11,26.88,1,wide_left,3,attacking_third,False,False,False,,False,False,0.016,0.7096,0.773,True,6849,True,3,False,True,True,,False
7_10,10,2017382,6843,6861,00:32.3,00:34.1,0,32,1.8,1,1,left_to_right,7,passing_option,795529,M. Ruhs,19,CF,23922,B. Garuccio,2,LB,1803,Western United,31.61,-2.83,3,center,3,attacking_third,False,38.81,0.8,3,center,3,attacking_third,True,8_8,6837,1_6,3,cross_receiver,3,drawing,0,0,8,5,chaotic,5,chaotic,False,False,8.08,26.76,1,forward,False,False,18.3,2,running,2.25,1.32,-0.93,31.55,39.83,-0.06,1.02,1.08,20.95,12.67,-8.28,False,True,,False,,,,,,,,,,,,,,,,30.24,3,long,-67.03,4,sideway_right,,,,,,,True,6,1,5,3,ahead,3,ahead,32.47,28.58,18.01,26.66,1,wide_left,3,attacking_third,False,27.11,26.88,1,wide_left,3,attacking_third,False,False,False,,True,True,0.0471,0.3818,0.8721,True,6856,False,3,False,True,True,,False
7_11,11,2017382,6844,6861,00:32.4,00:34.1,0,32,1.7,1,1,left_to_right,7,passing_option,51675,A. Thurgate,12,LM,23922,B. Garuccio,2,LB,1803,Western United,15.33,9.07,3,center,2,middle_third,False,24.55,13.14,2,half_space_left,3,attacking_third,False,8_8,6837,1_5,9,support,3,drawing,0,0,8,5,chaotic,5,chaotic,False,False,9.52,23.82,1,forward,True,False,21.39,3,hsr,3.29,6.32,3.04,31.89,39.83,16.56,15.28,-1.28,20.61,12.67,-7.94,True,True,,False,,,,,,,,,,,,,,,,13.98,1,short,-100.55,4,sideway_right,,,,,,,False,6,6,0,1,behind,2,same_line,18.12,13.98,18.56,26.9,1,wide_left,3,attacking_third,False,27.11,26.88,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0185,0.8051,0.8417,True,6861,False,3,False,True,True,,False
7_12,12,2017382,6846,6861,00:32.6,00:34.1,0,32,1.5,1,1,left_to_right,7,passing_option,26994,H. Ibusuki,19,CF,23922,B. Garuccio,2,LB,1803,Western United,31.92,-8.83,3,center,3,attacking_third,False,37.57,-6.69,3,center,3,attacking_third,True,8_8,6837,,,,3,drawing,0,0,8,5,chaotic,5,chaotic,False,False,5.78,20.74,1,forward,False,False,,,,0.66,0.58,-0.08,32.86,39.83,0.94,2.26,1.32,19.64,12.67,-6.97,True,False,,False,,,,,,,,,,,,,,,,35.91,3,long,-72.33,4,sideway_right,,,,,,,True,6,2,4,3,ahead,3,ahead,38.13,35.16,19.65,27.27,1,wide_left,3,attacking_third,False,27.11,26.88,1,wide_left,3,attacking_third,False,False,False,,True,True,0.034,0.4865,0.7536,True,6856,False,3,False,True,True,,False
7_13,13,2017382,7209,7209,01:08.9,01:08.9,1,8,0.0,1,1,left_to_right,7,passing_option,795520,T. Russell,8,RB,26844,R. Danzaki,16,LW,1803,Western United,27.54,-8.0,3,center,3,attacking_third,False,27.54,-8.0,3,center,3,attacking_third,False,8_10,7209,,,,3,drawing,0,0,9,7,set_play,13,defending_set_play,True,False,0.0,-103.2,4,sideway_right,False,False,11.92,1,jogging,9.05,9.05,0.0,41.63,41.63,14.09,14.09,0.0,10.87,10.87,0.0,False,False,,False,,,,,,,,,,,,,,,,8.99,1,short,152.44,2,backward,,,,,,,False,7,9,-2,1,behind,1,behind,8.99,8.99,35.51,-12.16,4,half_space_right,3,attacking_third,False,35.51,-12.16,4,half_space_right,3,attacking_third,False,False,False,,False,True,0.0076,0.2097,0.6635,True,7209,True,1,False,True,True,,False
7_14,14,2017382,7209,7209,01:08.9,01:08.9,1,8,0.0,1,1,left_to_right,7,passing_option,957737,D. Leonard,4,LCB,26844,R. Danzaki,16,LW,1803,Western United,38.49,-9.03,3,center,3,attacking_third,True,38.49,-9.03,3,center,3,attacking_third,True,8_10,7209,,,,3,drawing,0,0,9,7,set_play,13,defending_set_play,True,False,0.0,156.9,2,backward,False,False,5.48,1,jogging,1.61,1.61,0.0,41.63,41.63,3.14,3.14,0.0,10.87,10.87,0.0,False,False,,False,,,,,,,,,,,,,,,,4.32,1,short,46.41,3,sideway_left,,,,,,,False,7,5,2,2,same_line,2,same_line,4.32,4.32,35.51,-12.16,4,half_space_right,3,attacking_third,False,35.51,-12.16,4,half_space_right,3,attacking_third,False,False,False,,False,True,0.0195,0.2905,0.6573,True,7209,True,1,False,True,True,,False
7_15,15,2017382,7744,7744,02:02.4,02:02.4,2,2,0.0,1,2,right_to_left,7,passing_option,11891,A. Behich,2,LB,159941,M. Tilio,16,LW,2380,Melbourne City,-21.85,16.74,2,half_space_left,1,defensive_third,False,-21.85,16.74,2,half_space_left,1,defensive_third,False,8_12,7744,,,,3,drawing,0,0,12,5,chaotic,5,chaotic,False,False,0.0,94.61,3,sideway_left,False,False,8.92,1,jogging,8.37,8.37,0.0,12.69,12.69,34.54,34.54,0.0,39.81,39.81,0.0,False,False,,False,,,,,,,,,,,,,,,,14.34,1,short,-172.38,2,backward,,,,,,,False,5,9,-4,1,behind,1,behind,14.34,14.34,-7.64,18.64,2,half_space_left,2,middle_third,False,-7.64,18.64,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0005,0.9491,0.9088,True,7744,True,2,True,True,True,,False
